duration_p,wv100_k_av,8_ny_fir_p,3_8y_fir_p,f_load_av,f_start,FWI_12h_av,row_id,ros_p,SHAP_duration_p,SHAP_wv100_k_av,SHAP_8_ny_fir_p,SHAP_3_8y_fir_p,SHAP_f_load_av,SHAP_f_start,SHAP_FWI_12h_av
1.0,16.767296039451164,80.0,20.0,15.793333333333335,540.0,33.989138285940946,35,118.824356,0.75888306,-0.04374761,-0.24181354,-0.11146753,-0.3570935,-0.38768208,-1.2461874
1.0,16.744304883291825,19.441770933589993,2.309913378248316,18.65685810810811,540.0,34.201081255991355,36,1055.638112,0.90951383,0.0031612157,0.8324268,0.6961998,0.059712704,-0.1265922,-1.2983776
1.0,16.479555783704498,29.30232558139535,0.0,17.80109090909091,540.0,35.85362579071259,37,362.428853,0.8472966,-0.031944882,0.6472632,-0.2505455,0.053917903,-0.15082577,-0.71060324
1.0,14.196143064760516,28.24791418355185,1.787842669845054,17.62617924528302,600.0,35.70046828599048,38,896.533198,0.87787217,-0.033435803,0.67717457,0.7176894,0.1821321,-0.06098202,-0.9267258
0.5,40.220036738623975,0.0,0.0,16.54714285714286,0.0,59.0394454167786,39,1246.919233,1.0004847,0.42727223,-0.37623894,-0.37371093,-0.37532195,0.7892597,0.3229409
1.0,39.13191400829407,10.399257195914577,0.0,21.446286764705885,30.0,61.56597813048947,40,2950.489447,1.0159975,0.61622584,0.36969876,-0.29037338,0.40636295,0.72515845,0.7549348
1.5,40.01506444364049,7.668770319372729,0.095620577548288,18.21198222829802,90.0,59.86953448651895,41,6195.909547,0.67159176,0.4241195,0.3021598,0.7474988,0.01582938,0.29039297,0.6603578
1.0,41.43431677835937,46.737323358270984,0.332502078137988,17.690976594027443,180.0,55.439851330613195,42,3315.753935,1.0903242,0.4731737,0.66973543,0.86965466,0.11106526,0.24546035,0.6156231
1.0,43.407258267066794,47.641460098316074,0.156887354879197,23.918340016038496,240.0,52.800718688509164,43,6999.48848,1.1165469,0.6424177,0.5961293,0.8393407,0.3545804,0.24369165,0.44607386
1.0,44.70616843745034,53.57188827390913,0.193075041832926,25.07732303090728,300.0,53.25267771586432,44,5997.695442,1.1049193,0.67228025,0.5867062,0.8432436,0.24467391,0.24148056,0.4607457
1.0,43.73116329320342,25.165562913907287,0.143189547163057,21.129993021632938,360.0,58.11419560104633,45,2472.725202,1.0891603,0.5810969,0.49491346,0.81587,0.43151605,0.035671506,0.43040943
1.0,42.78209370832216,9.824561403508772,0.079744816586922,19.084523386619303,420.0,57.38670504943016,46,5693.988328,1.1123792,0.52120084,0.46508932,0.7792871,0.24206688,-0.003703377,0.42849156
1.0,41.579544307584904,24.117555590110403,0.544238843103716,20.032376470588236,480.0,54.13348032382523,47,3348.305683,1.1231195,0.55806017,0.52046686,0.85501516,0.29817834,-0.0535588,0.6182768
1.0,38.28831487875701,9.079512893982807,0.0,19.220617283950617,540.0,37.52871133670141,48,2353.039678,0.8987198,0.5812051,0.54050815,-0.20108995,0.20796095,-0.07608581,-0.42651892
10.0,14.447653595017089,9.308630817894262,0.067781292363308,18.48494807746281,600.0,21.121428668886214,49,193.988321,-2.3336701,-0.012911361,0.31766775,0.43754452,0.032148313,-0.2674234,-0.76295185
8.0,12.6675528720514,36.5183752417795,0.0,18.87033519553073,1200.0,20.41175296980816,50,171.792849,-1.4902071,-0.108119085,0.31110352,-0.22034922,0.11338026,0.107595645,-0.45584083
2.0,20.086484433967914,55.91216216216216,0.0,22.835986842105264,0.0,36.83452321723273,51,1266.653182,0.58274895,0.09864767,0.5808498,-0.17467743,0.077677354,0.7430044,-0.17756815
1.0,16.929787054195526,99.72105997210599,0.0,24.421333333333333,240.0,36.832657367600916,52,1187.579099,0.78926206,-0.08581888,-0.17985561,-0.14547731,0.42357022,0.06344472,-0.49562284
1.5,14.747268063826821,100.0,0.0,25.813725490196077,300.0,36.83452321723273,53,307.594873,0.593339,-0.09926857,-0.8811122,-0.12786597,0.23982286,-0.052385047,-0.420128
2.0,32.12880977310379,0.0,0.0,18.9390243902439,0.0,26.797167293321063,54,635.623059,0.53208834,0.219588,-0.35564706,-0.12618396,0.17796217,0.81420356,-0.45484397
1.5,33.878260316485665,21.78649237472767,0.0,19.016788321167883,120.0,30.2067143800175,55,1035.436042,0.6711624,0.27445683,0.53701496,-0.18741716,0.11079696,0.19096847,-0.76074487
0.5,36.50804360487254,22.821576763485478,0.0,18.385560747663554,210.0,29.104242890326738,56,1576.954633,0.9953967,0.44172394,0.6321277,-0.21371707,-0.03068752,0.25343832,-0.7435319
7.0,32.1841803926494,0.0,0.0,23.0,390.0,33.23220704254153,57,28.855919,-1.5421921,0.22208898,-0.38732547,-0.2026817,0.2336925,-0.37158343,-0.97810906
3.0,32.5935628420212,0.0,0.0,22.715714285714284,630.0,27.60421889833026,58,116.853386,0.013124755,0.13510115,-0.33808628,-0.15289374,0.21658218,-0.09203717,-0.5814693
4.166667,9.392567236650327,44.565217391304344,0.0,15.54271186440678,0.0,43.391187155588796,59,568.613583,-0.451091,-0.11821302,0.40975404,-0.250365,-0.33434242,0.7789507,-0.05605181
4.5,21.61634772949099,94.64150943396227,0.0,17.147610619469027,0.0,44.435867358633395,60,1024.92482,-0.62683845,0.25022373,-0.085494034,-0.20398887,-0.32635596,0.7719325,0.16112146
2.0,18.720556421701474,99.5275590551181,0.0,23.003478260869564,3930.0,55.730037027612475,61,851.410414,0.55845195,0.053702053,-0.16419359,-0.27172655,0.219044,-0.28858942,0.4617411
9.5,24.915992991149405,83.51063829787235,0.0,22.40142635658915,4050.0,58.201644382492816,62,672.835196,-1.8476698,0.7281837,0.2254513,-0.30001646,0.39370754,-0.24280818,0.33332855
12.5,27.003359508689233,83.9158748089574,1.870556183135092,20.374205630970337,6870.0,54.77266192354913,63,993.711499,-1.9408827,0.4202503,0.22351174,0.7626817,0.4511617,-0.14981711,0.5981758
3.0,25.208912425180745,93.32983193277312,0.0,17.701428571428572,9630.0,66.47881002478367,64,808.333054,0.084305644,0.43199673,0.10184749,-0.28313828,-0.08749576,-0.09211189,0.849531
10.0,28.870582848798325,97.27478113527252,0.0,19.642646750524108,9810.0,62.295428263718804,65,946.368216,-2.1003656,0.50483525,-0.029537182,-0.30540925,0.431866,-0.20700663,0.72064525
1.666667,36.95218520311527,79.6875,20.3125,16.69,0.0,46.33083362194295,66,939.44989,0.48091817,0.44663632,-0.016159385,0.013980571,-0.30062494,0.7572046,0.21838227
0.916667,35.01608451716546,86.95652173913044,13.043478260869565,18.652,100.0,46.33083362194295,67,78.036422,0.9276047,0.35544363,-0.22314051,-0.0802919,-0.060466137,0.15750031,0.21695615
10.5,31.231340903691663,9.239898276349251,0.0,16.580077519379845,0.0,57.32128179657081,68,512.490381,-2.1467886,0.277876,0.29205194,-0.33773124,-0.38213065,0.865713,0.22912852
14.5,24.98239938212248,0.0,0.0,16.113421828908557,630.0,54.096534937802275,69,157.407028,-2.2993937,0.36550283,-0.2793897,-0.35235915,-0.36372766,-0.12309864,0.37679085
5.666667,23.69276836422003,0.889586603872318,71.8210361067504,12.662283628779978,0.0,28.59758731777208,70,1066.962799,-1.062802,0.2257868,0.09877293,0.11803666,-0.54777783,0.8217065,-0.61698824
9.666667,21.465931102532334,3.864734299516908,49.275362318840585,12.701923076923077,340.0,32.49973248926026,71,41.161086,-2.2906106,0.17086829,0.2042195,-0.05153781,-0.52300143,-0.16631652,-1.0033995
5.083333,21.60944167611183,1.227830832196453,60.30013642564802,11.3272192513369,920.0,32.304480017508446,72,127.431514,-1.0898839,0.14859614,0.21298128,0.073554344,-0.54202694,-0.08116331,-0.92707473
1.916667,11.219479014358377,2.027027027027027,79.72972972972973,15.013513513513514,20.0,26.3839183133416,73,485.444931,0.59988284,-0.11633579,0.28151447,0.11327746,-0.29910484,0.7972977,-0.51923615
1.833333,9.18616846745953,0.0,85.9375,13.09388888888889,135.0,26.3839183133416,74,119.641125,0.5036332,-0.03609326,-0.14653094,0.07675043,-0.40084502,0.08673672,-0.61891544
10.5,14.50690424549947,29.821717990275527,70.01620745542951,17.444248366013074,0.0,42.41811979057152,75,113.903621,-2.267694,-0.025973512,0.33196002,0.073984295,0.042230375,0.677328,-0.20611706
14.0,17.012077663267494,39.868176440763904,54.40256886935947,18.88232894736842,630.0,42.72140352087435,76,330.319491,-2.3705428,0.0017359132,0.37636247,0.0015871366,0.15981586,0.031052267,-0.056687877
1.5,22.71991003898447,3.506650544135429,96.49334945586457,14.247548076923076,2160.0,43.82147594404261,77,601.843358,0.9022503,0.45940015,0.34411687,0.28784776,-0.4111922,-0.730346,0.13806896
8.5,27.96572378651281,96.58500371195248,3.11804008908686,22.936918767507002,2250.0,44.28834925484969,78,259.121068,-1.7677225,0.515534,0.073109746,0.70155966,0.38404495,-0.6619886,0.112893164
8.0,17.345602113195987,23.986095017381228,49.903437620702974,16.234926035502962,3540.0,50.24188983331155,79,234.570825,-1.3881302,0.15693298,0.35968965,0.05023784,-0.3270752,-0.3793349,0.33850896
5.0,9.03327804508808,95.14661274014156,0.0,14.519341085271318,4950.0,48.00470829384648,80,391.47493,-0.36608,-0.17501208,-0.09862654,-0.25263014,-0.40967134,-0.1890155,0.14218514
4.666667,10.153270039212002,45.880398671096344,53.95348837209303,19.950493333333334,0.0,46.57329478812648,81,688.872948,-0.53367114,-0.24681877,0.36446437,-0.11076504,0.16735816,0.6591152,0.11367431
2.333333,7.27428670921361,44.507545026772675,55.47622910920007,19.09125644329897,280.0,45.78784588293621,82,1352.960594,0.4276236,-0.61256987,0.5861499,-0.051276345,0.17847084,0.112555295,0.23351823
3.333333,7.832933687984923,18.07137433561124,81.92862566438876,16.2653706505295,420.0,45.82404129434084,83,471.925958,0.057112236,-0.33762425,0.5593552,0.17670383,-0.22540806,-0.16194879,0.1744364
12.0,4.963625412603814,54.50427780573729,45.46217077671532,20.769522510231923,620.0,46.73316250340352,84,251.271322,-2.1149747,-0.74336654,0.39521688,-0.04621466,0.17504747,-0.083597936,0.16197729
7.25,6.066910124962346,21.577303487766788,78.42269651223322,16.61792531120332,1340.0,49.66483233351954,85,231.20048,-1.4490423,-0.5460812,0.38008222,0.32896128,-0.18515123,0.078165725,0.3757392
6.75,12.829972591684532,21.430873348372543,78.44021914276507,16.783762886597938,1775.0,48.76261633085834,86,152.424158,-1.347491,-0.045556918,0.3979881,0.28271404,-0.3131542,-0.36581033,0.30592442
9.5,6.32392929602442,8.823529411764707,90.996115427303,15.439711014176662,2180.0,52.82000311046115,87,373.632527,-1.8156261,-0.50617754,0.32403687,0.33427075,-0.29001257,-0.5794839,0.45851538
9.0,15.201655015347196,9.76335997492556,88.80269550227237,15.980837194933581,2750.0,58.40192556471944,88,429.445012,-1.8185112,0.009555442,0.34690765,0.3591044,-0.2171032,-0.56273293,0.37433836
2.5,20.336391625927615,13.28360221093785,86.06929402777153,15.854144725058212,3290.0,58.23138241319953,89,1898.641062,0.45836514,0.17019334,0.5900628,0.37644833,-0.25218773,-0.51967704,0.45467266
2.5,16.02246953689467,38.69531045323553,59.588682211160595,19.040010245901637,3440.0,57.64311066480786,90,875.274835,0.44223002,0.008435808,0.42716736,0.22020945,0.17493297,-0.4241103,0.3599259
10.5,5.163124096092368,34.7076146403029,65.0820361800589,18.86982426778243,3590.0,53.70006095026748,91,400.390361,-1.9555781,-0.6593352,0.25130412,0.2641718,0.12979981,-0.42104802,0.5221224
7.0,8.485621179018734,57.22664432341852,39.882697947214076,21.424262023217246,4730.0,47.22620892588428,92,578.694132,-1.1548645,-0.2484701,0.44968447,-0.04863679,0.30938336,-0.36273482,0.1996149
17.25,6.506584385368597,49.03175832687839,50.271107668474045,22.16865443425076,5150.0,47.31663541939198,93,46.382123,-2.0017948,-0.7617629,0.32130638,-0.07092724,0.041414477,-0.4289826,0.03924081
3.0,17.74444956889414,61.62920097930113,0.0,22.776572580645162,6410.0,48.58941464455854,95,1408.476428,0.24571887,0.23136434,0.51076555,-0.26635513,0.10501854,-0.06278797,0.3710957
2.5,12.140114141871413,75.984200984201,21.445221445221446,20.56810899045706,6590.0,49.696534012689966,96,2154.825653,0.502921,-0.18207225,0.30457914,0.05387103,0.29970527,-0.051758215,0.51615125
3.5,11.113552392965385,74.9807938540333,0.0,20.329731075697214,6740.0,48.095695707113975,97,757.650798,0.035356503,-0.26953447,0.31125662,-0.21818258,0.3067884,-0.08992793,0.1302144
3.0,9.920733353823199,70.80496595915098,20.28033640368442,22.157726168791744,6950.0,45.98172391978736,98,1438.151152,0.2855532,-0.23837176,0.4607995,0.03494452,0.13637349,-0.11925282,0.2746829
7.0,11.036164558859765,72.77659825430526,17.03231894314697,20.47573555166375,7130.0,47.42293985324367,99,289.272095,-1.0192871,-0.21010974,0.44653362,0.1965503,0.27951574,-0.16728991,0.14205755
8.0,18.633543495387165,56.69304456476468,36.67638483965015,19.685983870967743,7550.0,47.65210614614733,100,634.135448,-1.2807055,0.17992169,0.51157856,-0.17490356,0.33377993,-0.084153526,0.12423676
7.5,16.546423703919682,71.89496096522356,17.5695923034461,20.598971031985517,8030.0,47.60245420205439,101,1087.143494,-1.0667312,0.12946966,0.46510357,0.1658809,0.33058125,-0.003964815,0.21048513
9.5,14.193634296154785,78.74509803921569,0.993464052287582,20.248289205702648,8480.0,47.06571187769784,102,369.504961,-1.6407492,0.0029315036,0.3270923,0.773666,0.28933707,-0.10186407,0.34542435
3.333333,20.193951228959243,80.81427774679308,5.089235917456776,21.167478678038382,9050.0,46.06217341558277,103,614.703552,0.19508524,0.17957224,0.08726191,0.6200784,0.43887845,-0.07562863,0.31901965
8.5,13.7326645241312,82.67326732673267,0.0,20.88660714285714,9680.0,43.61116257574939,104,121.877727,-1.6721053,-0.13398638,0.16054676,-0.25870362,0.30871528,-0.12227604,0.03558389
9.0,9.239179121338136,100.0,0.0,17.066901408450704,11390.0,35.32013722116085,105,71.643775,-1.4481691,-0.13352683,-0.7437817,-0.27424267,-0.39901724,-0.24821538,-0.7406093
23.0,11.951496300003644,76.87831593359576,22.84785213075475,18.19396505376344,11930.0,35.68719670165646,106,150.138835,-1.6232103,-0.04803061,0.3045054,0.008685847,-0.0808096,-0.17974612,-0.7439315
6.5,7.189793990460014,97.76536312849163,0.186219739292365,18.165422535211267,13310.0,35.91226156640437,107,55.930125,-1.0553108,-0.44238883,-0.28209326,0.46705118,-0.121517375,-0.28339642,-0.7429922
18.5,9.738185163662877,96.23567921440261,0.0,23.1796,13700.0,38.007017915954464,108,75.285988,-1.7557559,-0.31016624,0.05030011,-0.17339389,0.26843908,-0.3381588,-0.4690043
1.5,30.508481086331873,97.86995515695067,0.0,22.375265486725667,0.0,66.5835099560292,109,1029.559636,0.605977,0.6373775,0.06168108,-0.2248114,0.4018126,0.66009533,0.8871896
1.0,24.806542875693783,90.47690461907618,0.01499700059988,19.676448055716776,270.0,64.14879262534511,110,4544.595399,1.0018287,0.75946856,0.09447528,-0.28402203,0.4838168,0.02387322,0.9836653
1.0,22.267316089379268,45.70084129473834,3.721659774704121,18.35843575418994,330.0,63.892174105227014,111,4684.07159,1.1199427,0.5653559,0.58770424,0.94944453,0.06297215,0.20741943,0.9840303
1.0,21.12673342565296,40.6095457159287,5.911443358251868,17.60347617140569,390.0,63.84920471574118,112,3696.297858,1.137081,0.47783023,0.56129754,0.8555299,0.1351675,0.09333075,0.99432933
1.0,20.141027503974126,30.16270337922403,3.598247809762203,17.347420494699644,390.0,65.3344007132736,113,3808.436077,1.1308575,0.19675836,0.60727835,1.0242938,-0.060566258,0.07525448,1.0439237
1.0,20.96762503314028,32.63172665403775,19.813372623307373,17.39579087821446,450.0,64.60027228369948,114,6382.269521,1.1057361,0.23072305,0.5759405,0.35933492,-0.058595713,0.060521908,1.0835369
1.0,22.38710648658018,36.00051374261495,7.48779861289494,18.143047534429144,510.0,65.4573598038837,115,3902.361478,1.1171492,0.5592954,0.5732738,0.78015774,-0.0129474,0.04196876,1.0315964
1.0,22.798833865066115,43.99817850637523,24.18943533697632,18.757022490768712,570.0,66.0160004046223,116,5243.682282,1.1048774,0.5956447,0.5494618,0.13457534,0.18893285,0.039525595,1.1700472
1.0,21.48710013862656,14.161338593388656,59.13481159025983,17.181676829268294,630.0,55.10636217680771,117,7666.989054,1.1778626,0.56289965,0.6174495,0.38640872,-0.05745934,0.181344,0.71223176
1.0,21.14216831301172,35.7279860505667,10.4359197907585,18.220705954573358,630.0,53.61540381322041,118,4256.872032,1.160189,0.5996991,0.6265708,0.7101756,0.13431326,0.19471604,0.74076843
1.0,21.320303717463275,99.18864097363083,0.0,27.613378016085793,630.0,52.496532344432566,119,3804.733131,1.0539634,0.6558433,-0.037667707,-0.258034,0.3970186,0.14762251,0.23579358
1.0,20.126590027678837,11.852207293666027,50.575815738963534,13.61397137745975,690.0,41.96318858040486,120,1112.216405,1.1201026,0.17713763,0.7393056,0.070397295,-0.555904,0.058385417,0.04982751
1.0,19.53045224168587,40.98029307731178,7.64695974397844,17.860797321972004,690.0,41.70758686986316,121,1845.668691,1.0945182,0.23468368,0.73598593,0.782276,0.1343087,0.15682544,0.2300287
1.0,19.446532754739327,62.29281767955801,11.095764272559853,21.715452151009657,690.0,41.71117742969606,122,4667.481032,1.0443672,0.2903122,0.66595924,0.5583835,0.34238276,0.14690971,0.22659147
11.0,9.862662268268092,98.65494050698396,0.0,22.558056680161943,0.0,40.31248436144331,123,359.395566,-1.764341,-0.23109165,-0.026002605,-0.18387972,0.18275574,0.8081486,-0.46037695
9.5,33.14565553982983,95.75,0.0,25.73740157480315,2250.0,61.154785214047116,124,103.649405,-1.877476,0.4516341,0.12489162,-0.31655693,0.413825,-0.74414593,0.43868247
9.5,33.14565553982983,100.0,0.0,25.61842105263158,2250.0,61.154785214047116,125,63.601531,-1.7343475,0.42934817,-0.52503514,-0.34522557,0.37363964,-0.7433845,0.43100163
1.5,23.920337551723943,98.31782390837509,0.501073729420186,22.98995856353591,2820.0,61.16289862132325,126,1215.38581,0.6748778,0.7133354,-0.0013676239,0.72326237,0.37940735,-0.6651158,0.6618389
12.0,26.636986490768304,81.12812632471386,5.624735057227639,19.940631222416094,2910.0,57.96118901838726,127,1086.908448,-1.8442761,0.33254963,0.2247522,0.627118,0.43999624,-0.3769706,0.5018127
10.0,27.63140725921977,87.34177215189874,0.0,18.965632530120484,3630.0,51.61292807972222,128,203.598394,-2.0139117,0.405977,0.098302595,-0.2748287,0.14504893,-0.33434612,0.2919072
14.0,12.852227855900562,92.797783933518,0.0,20.09922178988327,4230.0,44.962189166272644,129,122.206514,-1.9619161,-0.11240521,0.16445176,-0.23362942,0.29242972,-0.32483172,0.052119132
14.0,13.413738512840768,46.08574091332712,38.95619757688723,20.02200652528548,4230.0,45.27224233297931,130,151.07619,-2.123479,-0.09970353,0.31270602,-0.15148231,0.24254458,-0.3656848,0.05824416
14.0,13.792529302994081,75.28051683100986,7.31043862631758,22.76911082474227,4230.0,45.23544547565218,131,210.585286,-1.8906827,0.04015151,0.3272188,0.4963974,0.093393944,-0.31985053,0.118137956
14.0,14.671901778108762,65.59897501601537,0.0,19.29824742268041,4230.0,45.22533900949998,132,162.740937,-2.0962274,0.009920208,0.47233605,-0.26254773,0.13500996,-0.3509663,0.10735701
14.0,13.57902385108281,100.0,0.0,20.224771573604063,4230.0,45.20611609476598,133,87.710549,-1.7976565,-0.13779107,-0.6604383,-0.25414002,0.21940117,-0.40060902,0.09967567
13.0,9.56246912974616,14.969105042854295,79.54953159258521,16.455457388584833,5790.0,38.76394778765417,134,302.215456,-1.9166347,-0.116713844,0.34689566,0.2337493,-0.18059912,-0.31356063,-0.7421306
13.0,8.54842830774808,85.1793456838786,1.064249113125739,23.789154078549853,5790.0,37.7750443337398,135,361.757134,-1.6915338,-0.33424565,0.15778016,0.5910433,0.16833042,-0.3229933,-0.6306646
13.0,11.448463354231729,2.967959527824621,96.29005059021922,15.285006765899864,7170.0,45.039231600874054,136,250.889343,-2.1209326,-0.057962447,0.08235471,0.19814469,-0.3449629,-0.21430293,-0.04385204
13.0,10.847667615304363,73.30066055827828,24.270189644150864,22.34825052192067,7170.0,43.953780834416115,137,486.443497,-1.9010878,-0.25203303,0.34088495,-0.003681521,0.07218922,-0.1801296,0.04561062
8.0,11.01345392719381,4.958677685950414,88.73027798647634,13.63855421686747,8490.0,41.74468324630207,138,317.930052,-1.3718913,-0.09816111,0.3367722,0.26393485,-0.41855034,-0.20556496,-0.1617708
1.333333,17.472483541543678,98.9010989010989,0.0,16.69,0.0,8.397225001543923,139,1135.816409,0.73245585,-0.0015810664,-0.3029863,-0.18719043,-0.45317718,0.8157327,-0.4710027
1.0,13.77427830234904,100.0,0.0,16.69,80.0,8.397225001543923,140,132.157731,0.6282999,-0.027196009,-1.01299,-0.21509026,-0.50977564,0.36919838,-0.5225654
