fid,fname,year,id,type,sdate,edate,inidoy,enddoy,source,zp_link,burn_perio,area,growth_rat,ros_i,ros_p,spdir_i,spdir_p,int_i,int_p,duration_i,duration_p,qc,elev_av,aspect_av,landform,land_use,land_use_d,1_3y_fir_p,3_8y_fir_p,8_ny_fir_p,fuel_model,f_load_av,sW_1m_av,sW_3m_av,sW_7_av,sW_28_av,sW_100_av,sW_289_av,t_2m_C_av,d_2m_C_av,rh_2m_av,VPD_Pa_av,sP_hPa_av,gp_m2s2_av,dfmc_av,HDW_av,Haines_av,FWI_12h_av,DC_12h_av,FFMC_12h_a,wv10_kh_av,wdir10_av,wv100_k_av,wdir100_av,Recirc,CircVar,t_950_av,t_850_av,t_700_av,t_500_av,t_300_av,rh_950_av,rh_850_av,rh_700_av,rh_500_av,rh_300_av,wv_950_av,wv_850_av,wv_700_av,wv_500_av,wv_300_av,wdi_950_av,wdi_850_av,wdi_700_av,wdi_500_av,wdi_300_av,vwv_950_av,vwv_850_av,vwv_700_av,vwv_500_av,vwv_300_av,gp_950_av,gp_850_av,gp_700_av,gp_500_av,gp_300_av,gT_s_9_av,gT_9_8_av,gT_8_7_av,gT_7_5_av,gT_5_3_av,wSv_9_av,wSdir_9_av,wSv_7_av,wSdir_7_av,wSv_5_av,wSdir_5_av,wSv_1_av,wSdir_1_av,CBH_m_av,HigCC_p_av,LowCC_p_av,MidCC_p_av,TotCC_p_av,Cape_av,Cin_av,BLH_m_av,BLH_m_rt,LCL_hPa_av,LCL_m_av,LFC_hPa_av,CCL_hPa_av,EL_m_av,LiftIdx_av,VentIdx_av,CMLG_av,ros_p_lg1,f_start,fire_rank,SHAP_durat,SHAP_sW_10,SHAP_8_ny_,SHAP_3_8y_,SHAP_f_loa,SHAP_f_sta,SHAP_FWI_1,SHAP_wv100,SHAP_wv_85,SHAP_Cape_,SHAP_gT_8_,pred_log,actual_log,outlier,PredROS,PredErr,PctErr
29,Covilha_06082022,2022,2289,p,2022-08-15 15:30:00,2022-08-15 17:30:00,227.645833,227.729167,"fops, airb",11,16,1192.75,596.375,2501.07586,2501.07586,134.982191,134.982191,24657.914963,24657.914963,2,2,4,632.949412258606,167.794818627895,32,6,Coniferous Forests,0,0,0,227,17.6760283097419,0.190025407037181,0.246757447797368,0.08926858713594,0.151808045269718,0.210967939487533,0.276774400580535,25.4550201865725,6.17410162453866,29.1528842785428,2304.90944738791,920.36795658996,8297.1123284025,8.23098464640563,38630.2242956425,4,49.9509421302236,817.360622875278,94.0838348133724,16.7580655345837,290.919218984547,22.5909223159389,289.556279548902,0.000227584192415,0.000227586194252,24.9499832169206,16.53075467918,4.67575389185032,-8.25172192256698,-35.8259400654773,28.739338303113,42.9091078009142,45.3185560170653,39.740740013665,56.9046478422002,16.3732929084259,25.5186356823914,29.8151467070941,54.6675883162989,61.612141088996,289.71589675344,290.349158718256,278.913627524072,258.169351674024,265.026930070185,-0.000729306529248,-0.077947480085098,-0.04855372773947,0.07807031669624,0.031231409384403,5180.52090559161,14579.465165806,30418.914140946,56751.8412710833,93616.9896841365,-999,-9.1866016085173,-7.62848449741416,-5.04806707087206,-7.6859922082939,2.55692235697466,-0.011661300386701,5.85351843339434,-0.085160764568673,7.93997661186605,-0.115665189835587,60.4052079135524,0.010354069994828,-1,0,0,0,0,0,1,1560.18749070652,279.595465712816,691.928450541557,3.10207771491765,901.061145990181,908.616159869594,-1,13.5820949387709,8187.58844579436,1.54189022421114,,13680,1,,,,,,,,,,,,,,1,825.524719238281,1675.55114076172,66.9932155021367
30,Covilha_06082022,2022,2290,p,2022-08-15 17:30:00,2022-08-15 19:30:00,227.729167,227.8125,"fops, airb",11,16,2346.5,1173.25,2017.639751,2221.160055,91.583702,65.245289,22750.804749,20570.82033,4,2,4,713.122830369503,160.603785789159,31,6,Coniferous Forests,0,0,0,227,18.1529216354344,0.189917626290309,0.246625501716265,0.089209490736162,0.151783164098293,0.210831246497411,0.276629668608306,22.5850282291645,7.13206681359576,36.9785839778846,1727.92563347705,920.64425978457,8267.71410196209,9.566627631631,22655.9095480942,4,49.9553316730013,817.594746866187,94.0855332685554,13.0219483641997,291.319227885115,20.4774815077088,285.708064336628,0.000999693947153,0.001005622667093,23.2254399480013,15.1053640960143,4.99419611701547,-8.66985345437153,-35.9223587761026,36.3090104309744,50.0163685436898,46.7203501654362,57.6936730178681,72.2665945031303,14.0677302735376,23.7227802699891,32.7248109436369,62.5174694129958,74.814092491674,285.865020733125,287.084857251215,269.974952874656,255.374833468017,254.481217328798,-0.010329864973937,-0.120256240006567,-0.041257017518208,0.082034303954189,0.062069361264019,5184.76479210894,14539.2287805313,30385.0340276471,56690.3548410665,93522.5403034746,-999,-8.86018256289847,-6.5063587562964,-5.33569272813149,-7.59631850570416,2.62326955239925,-0.026110734172059,8.25878773877822,-0.123530025817839,10.0798056620923,-0.110710517637779,62.3905228944757,0.061023720301582,6365.89306640625,13.3932093230107,0,0.1606316187834,13.3932093230107,0,1,1005.13132102817,231.952176766111,731.702179438807,2.66150864852259,915.024817115542,922.44302820884,-1,15.9985170707847,7034.1145277562,1.65637732749442,2501.07586,13800,1,,,,,,,,,,,,,,1,687.192199707031,1533.96785529297,69.0615632061225
31,FigueiradaFoz_15102017,2017,453,p,2017-10-15 14:30:00,2017-10-15 16:00:00,288.604167,288.666667,rep,1,1,1740.5,1160.333333,5420.962948,5420.962948,6.048908,6.048908,57123.516667,57123.516667,1.5,1.5,4,50.2448879100415,299.981168583825,24,6,Coniferous Forests,0,0,49.4521548575603,227,18.603453815261,0.046226883791353,0.075295921124564,0.021401271044505,0.03367042429659,0.052302785716602,0.090676364158009,29.467642687578,9.09762137770801,28.1360602055673,2953.0410193586,1007.81692128094,403.700201028186,7.69346745732325,69576.7683569425,4,61.3000866034452,1056.4818627315,91.281845060496,23.483865255627,206.262422325948,39.3820805471617,190.994482822972,0.001995308717114,0.001999206715116,27.9748108381121,18.9670119603309,4.57203180445675,-14.7210149882042,-39.29359030704,20.8684687353921,29.3020976020853,56.5709502873693,67.632369071592,10.862882540964,52.2147924028543,61.8606819028734,73.3146151549573,61.9970082072627,49.1220502013599,182.531844123024,182.071151886448,174.088853092362,188.192695849493,204.028242769213,-0.010801403590763,-0.100041738315214,-0.03933445295438,-0.037860123267223,-0.038861514025891,5739.93838526974,15238.0086601596,31151.102278306,57073.4644431275,93104.9077604533,-2.43820836819729,-9.82881736597126,-9.26291654717008,-7.53376727281973,-6.84931922491685,51.9977606667551,-0.376372244530226,15.8554579625214,-0.112466629021061,6.45068667814511,-0.015786195042429,145.60318783042,-0.417080310502227,-1,0,0,0,0,0,1,1802.04750438047,74.1958673982456,747.526298723241,2.49151413342033,-1,687.987236226476,-1,11.0670438031128,26138.1228297638,0.689466629039857,,0,1,,,,,,,,,,,,,,1,2451.1064453125,2969.8565026875,54.7846670633157
32,FigueiradaFoz_15102017,2017,454,p,2017-10-15 16:00:00,2017-10-15 17:00:00,288.666667,288.708333,rep,1,1,1493.75,1493.75,4992.117862,4351.173497,6.248241,4.720475,56581.346203,54158.226545,2.5,1,4,38.1010000835143,296.212478709065,24,6,Coniferous Forests,0,0,94.5715717387673,227,19.8026948924731,0.046674388003049,0.076308181218934,0.022266085769095,0.033748268904203,0.052817535457402,0.091987436888715,28.7184674252244,9.73677086272976,30.6889017863084,2729.63157166276,1007.71492515672,395.433384398064,8.1104660463351,59510.5338308684,4,60.4328277306401,1058.0906907854,91.1696422963789,21.8072684511223,211.74174595148,38.6191067208543,196.174251649274,3.3481709471e-05,3.3482595421e-05,28.0011847492201,19.0307013108077,4.41500350668237,-14.6026959757179,-38.988493989956,20.423039570028,29.4102823506741,56.1672568511245,64.5585682300597,10.0117001831355,55.6812189841943,63.6940941782126,73.3087745731364,64.3864726492148,47.3598535944461,187.308413472054,183.832285379257,180.311628090046,186.071495495095,208.330516313208,-0.008624859835583,-0.073432274157309,0.032472314436139,-0.050827533793969,0.032552649613104,5719.65778279474,15220.3295406374,31134.5481377599,57043.6014661565,93108.4798821178,-0.068489783912099,-9.78810079986406,-9.40494447177298,-7.42624653869232,-6.79725722626352,62.2899904372935,-0.380157093837958,16.4402665366385,-0.104523139674762,7.1973072856787,-0.038049430951554,156.073632753859,-0.382927388968621,-1,5.24627596e-05,0,0,5.24627596e-05,0,1,1324.57968580213,762.418514524008,762.647849331892,2.3321135383503,-1,703.286663092614,-1,12.1480698805964,27858.4013300184,1.00753385254817,5420.962948,90,1,,,,,,,,,,,,,,1,2126.31469726562,2224.85879973437,51.132385350029
33,FigueiradaFoz_15102017,2017,455,p,2017-10-15 17:00:00,2017-10-15 18:00:00,288.708333,288.75,rep,1,1,1670.75,1670.75,4838.830827,4551.711127,9.934284,17.614179,52909.372657,52855.300724,3.5,1,4,30.0285838014981,292.469079070143,24,6,Coniferous Forests,0,0,76.9508344609833,227,19.6326794258373,0.047317587996572,0.077296672152698,0.022461457078363,0.033976737007831,0.05362523781867,0.093158621441653,27.4015303067703,10.2713057603531,34.3417878043116,2397.77211760702,1008.1464460179,364.616121726497,8.73164673404235,54373.1887044757,4,60.2773903620037,1055.59139324106,91.1340244505165,22.7492913092179,211.596327771017,39.2445655980581,198.35123398497,4.7260249173e-05,4.7347061497e-05,27.8436287155067,19.0051786109545,4.40977768413404,-14.1905772131028,-39.0329879487018,20.2821495626101,29.012524019091,54.5455616254651,57.0165893956416,12.4661632419689,58.6618920626358,65.2210463525429,71.510098322991,64.8801390808089,44.1500942514194,190.179719608728,185.645434181013,185.661707969326,185.137285470959,220.735602029433,0.007826625454503,0.003784105191781,0.143608094649395,-0.141987086525016,0.128946736386549,5719.24676996435,15218.0186689767,31131.4421878981,57030.4240117681,93120.1714363891,1.76069119107005,-9.64403324880762,-9.39188378821468,-7.26327710151723,-6.92453270513288,69.3336916534805,-0.337547649702696,16.0628267222558,-0.083256922058898,7.42259476778265,-0.04651074234095,171.614855290563,-0.297733449150327,-1,7.7113664528133,0,0,7.7113664528133,0,1,695.725946140572,449.483076961921,783.602743655719,2.11512098185898,503.680550629807,711.659761364757,-1,13.4555128314459,29334.2394702597,1.41939503571841,4351.173497,150,1,,,,,,,,,,,,,,1,2216.611328125,2335.099798875,51.3015816189119
34,FigueiradaFoz_15102017,2017,457,p,2017-10-15 19:00:00,2017-10-15 20:00:00,288.791667,288.833333,rep,1,1,1306.25,1306.25,4345.608978,2406.091842,12.327989,2.907285,48368.277001,28712.695986,5.5,1,4,28.1400765983684,319.06578953289,34,6,Coniferous Forests,0,0.509604076832615,28.3026264210114,227,18.5853945371775,0.049655919301541,0.080808633853247,0.023225877749255,0.035023807109572,0.056493206064005,0.097291551605472,25.6676198216983,9.86366044250353,36.9971992849093,2075.86028684973,1008.89513023692,279.98667482081,9.26086273379903,47566.284912601,4,60.2249424121862,1050.02664282821,91.0954955902293,22.9686309439385,201.584686934896,42.426524465436,199.899924112053,0.000205804247066,0.000206091045846,26.8781062406804,18.7254929151182,4.19342239994728,-13.7526947731767,-39.0419945387558,21.50120368005,27.4326448711926,56.0765076250373,50.2091346656471,79.6163828879006,67.835114097457,65.2338651477418,64.7132358109875,67.1667457925051,40.2796135461563,198.091780287529,192.639893434461,190.352887593835,193.929529731119,267.349480886729,0.087833382339785,0.133018168837692,0.245667575719747,0.049612732443396,0.017994262110605,5756.59804260685,15239.6911228356,31134.1408192091,57032.8618623868,93147.2217614563,3.47704622041158,-8.89568567410901,-9.35113178219213,-7.00780295025771,-7.04909781826128,82.7881234743814,-0.066920744190357,13.1426425040358,-0.056273425688113,7.54513724199711,-0.01925704174307,187.936498793574,-0.010736581230819,7558.77102520693,75.8085680180121,0,3.1324238698442,76.3090301695817,0,1,477.654961377274,50.646601002081,799.00882708133,1.95846367886285,-1,726.910045778262,-1,15.4819479823634,33932.2587904384,1.48080871748558,4741.007201,270,1,-1.76092195510864,0.28560283780098,0.404962569475174,0.477969139814377,-0.483399987220764,-0.422679513692856,0.29113432765007,-0.07570842653513,-0.10620854049921,0.178494095802307,-0.256991267204285,12.104697227478,11.2462563846268,1,3992.3056640625,-1586.2138220625,-65.9249075356993
35,FigueiradaFoz_15102017,2017,459,p,2017-10-15 20:00:00,2017-10-15 21:00:00,288.833333,288.875,rep,2,1,209,209,-1,2442.565286,-1,33.635897,-1,24678.292159,0,1,4,43.9886667657551,283.951967105253,24,4,Eucalyptus Forests,0,0,10.2040816326531,223,15.9378640776699,0.075878007937965,0.119135067042694,0.035260427892207,0.054689077585934,0.086007044017311,0.142022399902339,25.4595031738281,9.70742797851562,37.0253715515137,2047.41326904297,1009.55810546875,357.026824951172,9.28544926643372,42903.240234375,4,76.8867631460655,1127.1461456942,93.8399565183111,20.9609759216744,199.245793188506,38.2519218958607,196.875202687901,0.000231201097441,0.000231259751916,26.0482025146484,18.3738250732422,4.02349853515625,-14.0083160400391,-38.9427719116211,23.4127569198608,29.159930229187,57.7034664154053,55.1255512237549,102.68440246582,67.9750950606748,62.0323205912622,61.6062796290625,67.3424055679567,38.9714816429838,199.391459399187,193.773588110106,190.924754640075,199.979315208601,272.076120031329,0.187936927039446,0.253498153340853,0.156437944945457,0.057163680212909,0.019751023060571,5785.0947265625,15252.203125,31133.1923828125,57036.240234375,93146.15234375,1.67276163188155,-8.37386083909675,-9.23418272950431,-7.0412670417529,-6.95018921493165,90.7184562683105,0.122384998947382,13.2188444137573,-0.029030751436949,8.16443681716919,0.012825864134356,177.468246678331,0.196817407834892,5159.95838378918,89.0600585937505,0,4.7852783203123,89.993774414063,0,1,509.952348022465,58.4869836425759,800.008489507079,1.94798542990783,-1,721.470673551242,-1,14.9739247590762,33991.2223815918,1.43803308188536,,330,2,-1.32381391525269,0.084213741123676,0.038981754332781,-0.172480121254921,0.403813481330872,-0.090093433856964,0.25749933719635,0.10441155731678,0.091199368238449,0.219601884484291,-0.634290456771851,12.5514822006226,12.6005188227308,1,1302.05053710938,1140.51474889062,46.6933168758145
36,FreixoEspadaCinta_15082025,2025,3317,p,2025-08-15 13:15:00,2025-08-15 14:30:00,227.552083,227.604167,sat,1,1,221.25,177,3040.175509,3040.175509,359.772843,359.772843,22556.681991,22556.681991,1.25,1.25,5,581.159978693182,238.04439520078,21,-1,Unknown,0,22.4528301886792,53.9622641509434,236,14.5868444444444,0.231141315817833,0.294642072491167,0.177588898539544,0.185853416323662,0.2495567715168,0.328240356445312,36.9940490722656,9.01919555664062,18.354434967041,5108.384765625,955.657470703125,5246.9404296875,5.63008922338486,76796.2421875,4,57.3057786014592,786.307287321097,94.6237079907268,15.0333705068299,192.936130636176,22.8418825117347,197.067704863705,-1,-1,35.2463073730469,25.4535827636719,10.5864868164062,-8.02658081054688,-35.7830200195312,18.5129699707031,28.6321048736572,28.9312267303467,8.29782009124756,32.8158760070801,17.1369472209664,29.3843863734078,39.8326911282199,38.5811922115886,44.6614217875722,198.836427962891,190.767513710507,192.625410078499,205.248948435026,232.365321500567,0.007943799094809,0.119167614494527,-0.039387306195209,0.021933268643073,-0.096327577588545,5754.26708984375,15480.78515625,31750.2109375,58182.109375,94983.078125,-999,-10.6852853851137,-9.56671475521943,-7.26824131210119,-7.73678420851577,100.459358215332,2.3070547580719,9.37125587463379,-0.039122115820646,4.3577241897583,0.024516366422176,68.9768027901615,-0.214578460010431,-1,0,0,34.0023193359378,34.0023193359378,0,1,3246.46209960937,-999,637.359729586413,3.74060755602624,582.169179251469,630.261574063913,-1,7.54867107964321,8568.47381591797,0.494145456416873,,0,1,,,,,,,,,,,,,,1,1342.984375,1697.191134,55.8254327414885
37,FreixoEspadaCinta_15082025,2025,3318,p,2025-08-15 14:30:00,2025-08-15 18:30:00,227.604167,227.770833,airb,1,1,4616.5,1154.125,3136.445427,3180.578379,5.785602,7.593858,29800.963616,29306.411762,5.25,4,5,566.692153571235,258.902654694117,22,-1,Unknown,0,29.1870023118418,55.8181351143077,236,18.4756730977672,0.229712629501025,0.29179089803398,0.173206156505991,0.185921519456734,0.247978721471794,0.324636542760412,36.5885840471962,8.25299554233016,17.8321227544292,5031.368688473,955.885172086861,5079.8761371103,5.60064586918506,65198.1057470898,4,56.2367275247403,781.695648602951,94.5558051417945,12.9029382241378,195.331746683087,21.1532875077567,200.885802424792,0.000373732959506,0.000429177597564,35.5833517782138,25.9386871862767,10.5368833465715,-8.37234205264743,-35.3079769445118,17.0742374689038,25.4910271800298,35.4553295499801,17.6469405210234,28.849460704432,16.0802538098382,29.364114457236,45.1008884196384,34.1823505818362,37.2403950137592,199.913534791025,192.671008387521,197.261841159973,201.221776106362,221.702690939539,0.011776972967591,0.082875568562365,-0.095231349894844,0.022889466759258,-0.03998856057957,5716.73938020175,15455.2591199408,31734.7295435165,58180.140320104,95029.5907073769,-999,-10.5237303936731,-9.91078987940495,-7.38388835096786,-7.50799456330364,-6.07063296803854,-0.758168547638845,12.1911731742319,-0.03553813552557,3.86333037659624,-0.004381512874367,72.7831676994859,-0.152852327677256,-1,4.585829247129,0,17.0837591040233,20.0516073500473,2.38496493302615,1,2965.97645115718,352.608822893885,633.947047989276,3.78246247643894,558.356242079934,641.551963552288,8.02521901622313,7.63817005426192,8893.67354938068,0.816486025281756,3040.175509,75,1,,,,,,,,,,,,,,1,1245.36120605469,1935.21717294531,60.8448194744303
38,FreixoEspadaaCinta_20082021,2021,2217,p,2021-08-20 18:00:00,2021-08-20 19:30:00,232.75,232.8125,airb,1,1,291.25,194.166667,2383.912291,2383.912291,98.647171,98.647171,18691.465539,18691.465539,1.5,1.5,4,693.886950904393,151.463309647769,22,7,Shrub,0,99.0426457789382,0.957354221061793,234,13.51875,0.211354935324192,0.278949451071168,0.154353772997857,0.175957623124123,0.227220931053162,0.314713745117187,27.2720031738281,7.59976196289063,28.9285287857056,2577.92272949219,941.384338378906,6285.59521484375,8.01922219991684,29107.228515625,4,37.9882569685201,743.929806474846,92.4761536567641,11.2619049584664,286.761293042954,20.8193302818133,284.519886585624,0.00012039730513,0.00012049445809,27.2267303466797,18.6469573974609,8.940673828125,-8.29185485839844,-37.5497741699219,28.581148147583,40.4089164733887,15.2455353736877,16.2936129570007,41.6813106536865,12.1991229604818,17.0618166214017,27.3797433343629,43.6464313457122,71.1866016915477,283.948290388791,281.135471713097,224.243483957048,250.441179671365,235.032010559634,0.063486996474075,-0.035325367174255,-0.030612070267983,-0.011718129146075,0.009135556375499,5504.74536132812,14987.97265625,30991.6376953125,57365.6484375,94168.53125,-999,-9.36177888777901,-6.24582275990413,-6.7291528415223,-8.15530430251128,11.6059627532959,-0.04733092780225,5.91204118728638,-0.438087031245232,6.14181208610535,-0.11768389120698,82.9508837114044,0.127607092678911,-1,0,0,0,0,0,1,990.357255859372,560.144248046865,704.545156799531,2.9606904252059,940.927828673657,942.043605459871,-1,14.2820312503834,6103.6696434021,1.97033316934653,,0,1,,,,,,,,,,,,,,1,1021.23937988281,1362.67291111719,57.1612016206174
39,FreixodeEspadaaCinta_06092016,2016,196,p,2016-09-07 14:00:00,2016-09-07 15:00:00,251.583333,251.625,sat,2,3,176,176,3024.396484,3024.396484,74.010801,74.010801,17736.241802,17736.241802,1,1,3,646.98362886236,327.427279909834,32,7,Shrub,95.5592105263158,0,4.27631578947368,235,9.81444444444444,0.207416626432672,0.295630963688034,0.144095366012215,0.167110534844353,0.225328803464587,0.342305216204098,35.0321164064913,5.94930209276038,16.5700338973091,4688.54828844263,943.348764651417,5978.49165529976,5.58717267625764,66342.7320883026,4,52.1389143152032,864.35467815176,95.9560380317247,14.1447608949392,236.679936979633,21.1558475704938,239.593313516339,0.000757287637126,0.000758570378165,33.4685153557157,23.7377483717169,9.43194114447467,-6.60865072522097,-35.009015126349,17.9113281634623,28.1562398102503,25.0500025204126,16.4342090561877,45.7075789373562,13.4688529977949,25.3771326945645,41.4169480741442,51.4086593982426,31.7830300598122,240.932333115426,231.068054664576,214.578633486497,219.355816018589,191.95038859263,0.06447728597386,0.142965969894617,0.003739725708993,0.083537933787068,-0.074216007597208,5355.46282098054,15013.0465970928,31174.0525134355,57701.1468926833,94790.1543469309,-999,-10.6176806136801,-9.20553533599508,-6.26371186279094,-7.91627085738065,60.9446883884692,0.149732164792964,10.763556499233,-0.193423272851121,7.21684087621694,-0.076542057459201,61.9725380051249,-0.323104158925057,-1,27.7347842629973,0,0,27.7347842629973,0,1,2640.45080680434,57.9657189441787,617.813798766797,3.98038486878056,925.340812273867,927.778854838669,-1,9.69295261505198,6743.22681373936,1.33993406197621,,1530,1,,,,,,,,,,,,,,1,1029.77282714844,1994.62365685156,65.951129999117
40,Guarda_15082025,2025,3336,p,2025-08-15 14:30:00,2025-08-15 16:30:00,227.604167,227.6875,airb,1,1,2372.5,1186.25,2481.284899,3214.935231,5.420608,16.110908,24173.163627,31250.903329,5.75,2,5,621.164605791587,349.26290694229,22,-1,Unknown,1.07259443494482,7.41489196331416,65.2261775221514,233,16.823611814346,0.217929960252552,0.284371599155725,0.139346253378612,0.171327228608394,0.239162506261508,0.3195259054537,35.2765340546769,8.79920316703734,19.866908633739,4564.24265167304,942.088506954757,6291.36861920464,6.00451211007056,79138.3849552276,4,61.9106112271732,779.542739858348,94.3937790517352,17.3370310607405,189.24600150248,24.9634743000517,192.097954219699,0.000155840058708,0.000155894444994,34.2059858443965,25.0651571418079,10.8874084418685,-7.91348693113292,-35.4730368167737,20.8967360259576,30.8929848978551,30.5122494484342,6.92043028711985,29.3272107535297,17.0415409338717,31.7516907863066,52.8140526117208,34.7581534662341,42.1915001721831,191.745993159319,187.338108457437,195.625268211467,200.367801808962,224.509773430322,-0.048923978496397,-0.008754175458858,-0.018927577273477,0.073380773438132,-0.138102608965054,5750.79028647508,15446.6387808415,31705.2872363141,58168.4203386386,95005.8862145916,-999,-9.97397223343662,-9.12313192600667,-7.34158641623707,-7.68190360239043,15.1582681381243,0.208563309114608,14.5078772358541,0.019700075718526,3.30493808176575,0.026135604160297,72.259179234449,-0.158761278110674,-1,0,0,9.1637494837721,9.1637494837721,0.083222139229926,1,2537.12219241061,49.5196862402145,641.313309337749,3.69290905827643,923.689145561149,927.082383618085,-1,7.85795676001877,8524.46334078798,1.15578686586582,2152.215344,225,1,,,,,,,,,,,,,,1,1830.99914550781,1383.93608549219,43.0470907204472
41,Guarda_17072017,2017,443,p,2017-07-17 13:00:00,2017-07-17 15:30:00,198.541667,198.645833,sat,1,1,1088.75,435.5,2353.257267,2353.257267,29.089939,29.089939,18557.345313,18557.345313,2.5,2.5,2,770.562198760615,356.248240607517,22,7,Shrub,0,20.0505863416877,79.8114509082548,233,17.4968675799087,0.202099086306692,0.266726637059744,0.094074721241336,0.171666469716726,0.221477634971231,0.300921108357655,33.4678807869322,-0.798436496734028,11.1944943071928,4576.46964755618,925.486373206553,7967.83134752587,5.02327408754658,78410.0413961435,4,66.4024622608017,592.622197244927,97.0803359845948,17.1178936413322,214.973597338291,23.4908111927515,216.609413593201,0.000137117498052,0.000137694386337,31.8813968455079,23.1502679871529,11.1085804183117,-11.7130362717274,-39.5433199806542,13.1681578871589,18.4956189667333,14.2100851290601,29.171471370348,28.3580642178799,17.3044554197672,27.5064800615548,46.3793077272794,34.1118644562659,28.6249068079484,214.835963054412,215.235455881551,226.691425183043,225.008662885264,244.823916147844,-0.000186759182399,0.041124611950071,0.078081672482926,-0.021980257137156,-0.061164432270206,5466.81105657823,15055.6212530706,31221.7095711099,57594.8235587041,93822.7993646667,-999,-9.52693017594004,-7.74861415781491,-8.91164318316253,-7.75736750296281,3.05731661878377,0.117872824487851,12.8502427790477,0.079721920609809,3.35610739212557,0.030681127839122,59.5193114828954,-0.015212873378095,-1,0,0,0,0,0,1,1889.32907817145,100.066686292547,560.155214788863,4.7253441439704,912.423326061456,917.218117798571,-1,5.27775536584331,8655.71579335914,2.83601506579895,,0,1,,,,,,,,,,,,,,1,1076.56909179688,1276.68817520312,54.2519593206519
42,Guarda_17072017,2017,449,p,2017-07-18 13:30:00,2017-07-18 15:00:00,199.5625,199.625,sat,2,3,265.5,177,2191.448573,2191.448573,25.37484,25.37484,16564.659958,16564.659958,1.5,1.5,2,679.967048710602,299.586788350496,32,3,Deciduous Forests,0,0,26.7523364485981,221,14.5036641221374,0.203413364231586,0.265295728205809,0.115300320088859,0.175066362321376,0.220247785747051,0.298037719726563,30.1394348144531,4.41262817382812,19.6022644042969,3431.87976074219,924.319976806641,7476.93359375,6.48275968432427,63478.232421875,4,70.5179560709783,642.901717342817,96.5384053508725,18.4647476816756,224.110332850893,25.0802509693266,225.133955518432,0.001672777525557,0.001672969942714,28.6383819580078,20.0350036621094,8.91464233398438,-11.6088104248047,-38.0696029663086,21.7102012634277,30.2362852096558,13.022367477417,68.5911045074463,72.4008522033691,17.752844168591,29.1052488619482,59.0471409696816,61.9700846226263,42.0100397089431,224.663228717868,218.569161682706,214.289841465632,218.110236145936,241.599955008995,0.00286474195698,0.06801019838408,0.091209062391622,0.007503596881681,0.023527772613777,5259.1865234375,14764.2939453125,30788.6357421875,57095.234375,93669.84375,-999,-9.38753575075109,-7.15575692647033,-8.01423012036872,-7.37563778763285,6.13833498954773,0.120141308754683,17.7442455291748,-0.092402931302786,8.90239715576172,-0.02938641840592,66.3500462399138,-0.207101638150044,-1,1.5554809570313,0,0.1007080078125,1.6561889648438,0,1,1752.93977050777,50.267968750006,633.381192256203,3.78893772132919,910.626269828749,916.224604589357,-1,7.98281282220877,8896.7490196228,2.03599795082142,,1470,2,,,,,,,,,,,,,,1,969.5791015625,1221.8694714375,55.7562466439636
43,IdanhaaNova_30062020,2020,1957,p,2020-06-30 17:30:00,2020-06-30 19:30:00,182.729167,182.8125,airb,1,1,389.75,194.875,2819.68761,2819.68761,66.966968,66.966968,22318.315795,22318.315795,2,2,4,318.431038608807,352.356519071042,22,7,Shrub,0,0,41.944847605225,236,14.5550899742931,0.224548024567893,0.272007678701293,0.116712929194654,0.178424620939948,0.248484651565109,0.297118606814202,31.717488477469,9.20170542162258,24.9551623856238,3511.33188263657,963.585618211131,3431.72977314564,7.04224287144134,49072.2332501624,4,53.5337928082733,444.007312534608,94.7759988950692,13.8935790824902,265.037864761236,23.4786257208484,266.761051445279,0.001946297833672,0.001951150761946,29.7414614889651,20.4495229830006,8.63623687277946,-7.95940993450252,-37.9498512754794,26.9029288643066,38.9921017392741,13.8233280726981,4.14012192308488,30.5980572466191,25.6128053769927,23.9453820371755,34.8867837480755,54.6251710540929,87.3620289033245,266.82243688829,259.630409014768,228.994810162666,246.694218029866,260.282468264895,0.030725761637631,-0.204820130275928,0.040246095168046,0.008034960985086,-0.059678977307386,5240.20271287198,14800.3171558069,30870.6732220219,57260.1682446472,94010.4753833187,-999,-10.1388549844551,-7.60164183638481,-6.48045599700387,-8.35948628807486,49.7730861421579,0.097000611815282,7.07025866797925,-0.239609361365497,7.35962379884519,-0.063741802937329,81.3211388956667,0.202728295164134,-1,0,0,0,0,0,1,1508.67368845147,517.573031142175,693.536507014798,3.08420348092067,-1,631.378544230818,-1,11.7691910569404,12836.7751019899,1.57552979246921,,0,1,,,,,,,,,,,,,,1,757.397644042969,2062.28996595703,73.1389519407446
