fid,fname,year,id,type,sdate,edate,inidoy,enddoy,source,zp_link,burn_perio,area,growth_rat,ros_i,ros_p,spdir_i,spdir_p,int_i,int_p,duration_i,duration_p,qc,elev_av,aspect_av,landform,land_use,land_use_d,1_3y_fir_p,3_8y_fir_p,8_ny_fir_p,fuel_model,f_load_av,sW_1m_av,sW_3m_av,sW_7_av,sW_28_av,sW_100_av,sW_289_av,t_2m_C_av,d_2m_C_av,rh_2m_av,VPD_Pa_av,sP_hPa_av,gp_m2s2_av,dfmc_av,HDW_av,Haines_av,FWI_12h_av,DC_12h_av,FFMC_12h_a,wv10_kh_av,wdir10_av,wv100_k_av,wdir100_av,Recirc,CircVar,t_950_av,t_850_av,t_700_av,t_500_av,t_300_av,rh_950_av,rh_850_av,rh_700_av,rh_500_av,rh_300_av,wv_950_av,wv_850_av,wv_700_av,wv_500_av,wv_300_av,wdi_950_av,wdi_850_av,wdi_700_av,wdi_500_av,wdi_300_av,vwv_950_av,vwv_850_av,vwv_700_av,vwv_500_av,vwv_300_av,gp_950_av,gp_850_av,gp_700_av,gp_500_av,gp_300_av,gT_s_9_av,gT_9_8_av,gT_8_7_av,gT_7_5_av,gT_5_3_av,wSv_9_av,wSdir_9_av,wSv_7_av,wSdir_7_av,wSv_5_av,wSdir_5_av,wSv_1_av,wSdir_1_av,CBH_m_av,HigCC_p_av,LowCC_p_av,MidCC_p_av,TotCC_p_av,Cape_av,Cin_av,BLH_m_av,BLH_m_rt,LCL_hPa_av,LCL_m_av,LFC_hPa_av,CCL_hPa_av,EL_m_av,LiftIdx_av,VentIdx_av,CMLG_av,ros_p_lg1,f_start,fire_rank,SHAP_durat,SHAP_sW_10,SHAP_8_ny_,SHAP_3_8y_,SHAP_f_loa,SHAP_f_sta,SHAP_FWI_1,SHAP_wv100,SHAP_wv_85,SHAP_Cape_,SHAP_gT_8_,pred_log,actual_log,outlier,PredROS,PredErr,PctErr
59,Lousa_15102017,2017,1355,p,2017-10-16 03:00:00,2017-10-16 04:00:00,289.125,289.166667,rep,1,4,1621.75,1621.75,1334.969055,2500.532267,45.861951,160.150307,12532.880673,23259.090918,5,1,4,248.258284298544,314.152307940113,22,4,Eucalyptus Forests,0,1.2970168612192,70.3307392996109,223,16.3649814814815,0.177763491212557,0.239034273329856,0.086730212523808,0.147600390743417,0.195411519833018,0.271452676566522,19.7869770505044,10.4455392668663,54.9582674230951,1042.76494797342,983.798520527988,2845.58567567493,12.4236980901124,4384.57100588839,4,41.5231516776147,1036.35915117559,90.3048968045831,4.14222733475796,206.877790392246,13.9023160935113,205.456131348313,0.0067064890159,0.006886217402384,18.4178864110396,14.286306718445,4.1012711272679,-13.949050969985,-38.8806846259302,65.6730505407635,49.4518363476321,57.8887534014351,64.7100192635842,106.043779498049,19.4920490833639,35.7985444206696,58.1092276277173,57.0567215837614,35.5099279296656,205.818116903668,206.491601285029,199.030528207863,209.013803082636,244.08156809767,0.046068634552268,0.055713190652275,0.090078964975741,-0.090918965948805,0.120714064579194,5914.61525836981,15180.231410105,31003.0682655929,56858.7387406914,93102.0685272717,-6.39758193250922,-4.50815374348927,-6.55389126552786,-7.04849406843651,-6.9494025551873,59.0406951664317,0.620103097514401,18.584123755503,-0.000773025858303,9.3684074702219,0.032601977691521,70.5257526242638,1.19055033233649,2054.94697847756,90.9332885837935,4.2471198705071,12.9787311759663,91.4912752107657,35.4081934702947,1,188.427820371003,56.4989688832983,855.824989638679,1.40103362509731,-1,727.878975583943,-1,17.1859707781305,16025.9623759272,1.2126058047263,2483.732062,1110,1,,,,,,,,,,,,,,1,904.296752929688,1596.23551407031,63.8358294806324
60,Lousa_15102017,2017,1356,p,2017-10-16 03:00:00,2017-10-16 04:00:00,289.125,289.166667,rep,6,4,1416.25,1416.25,-1,2377.463535,-1,130.344887,-1,32614.050506,0,1,4,246.436859314245,259.089230279232,22,4,Eucalyptus Forests,0,12.2347296549179,67.9276619302454,223,21.2640649258998,0.176097279803842,0.239993735868986,0.088007569478095,0.147089775648037,0.193122079242066,0.273801384580702,19.1501676616538,9.81664269621305,54.7734720690594,1004.89227425038,979.224088525258,2665.18278297999,12.2946281218799,4397.86012817187,4,42.2700930764544,1040.61620591071,90.8945922264304,4.3743815881615,231.69937230286,14.3371483177801,220.815308611617,0.000153107803552,0.000157465793119,18.6453209984397,14.0654066618433,4.00885490551755,-13.8724238708886,-38.8845075388891,59.5572593164762,50.2618675536407,57.1877224379482,61.7394217572401,106.658563675798,19.3286457504173,37.9237215729856,60.2111021367582,58.2146148192035,36.3101226133399,214.962542633711,206.320256609814,201.044925103651,209.319352806177,242.018815053663,0.098120822091276,0.089917401405437,0.036540773490154,-0.07814996819479,0.104072042059716,5912.15058700295,15175.7260102189,30990.9916013746,56848.4319407413,93091.6695574704,-2.28225926680108,-4.99735198098556,-6.47121417761243,-6.9824841192579,-6.97182705921527,43.8027988036365,-0.292143370191732,19.0368359884291,-0.114187986377898,9.46032293466298,-0.031559893470819,69.6334633361575,0.349780388623609,2686.65203149261,88.2230082967438,2.0688113260225,9.84319375011,88.7418527028494,15.5160672686891,1,138.276955282669,47.0460514810653,851.772347512484,1.43962374264217,-1,714.175588681561,-1,17.4660625474046,12735.8677137937,1.3013467873595,5722.665114,1110,1,,,,,,,,,,,,,,1,1174.53430175781,1202.92923324219,50.5971686014603
61,Lousa_15102017,2017,1351,p,2017-10-16 03:00:00,2017-10-16 04:00:00,289.125,289.166667,rep,9,4,296.5,296.5,-1,4197.17335,-1,74.503289,-1,41117.585404,0,1,4,296.666410229202,333.758017153738,22,6,Coniferous Forests,0,12.3616236162362,20.6642066420664,227,18.5761872909699,0.178397650402942,0.244252220776669,0.087645133410101,0.148002236941849,0.196086140703398,0.279095908805097,19.0190215767854,9.43788169041473,53.8558141950347,1015.7857670792,977.52336955865,3049.12908972493,12.2591533935274,5384.24556686335,4,41.6973803411414,1036.91244191643,90.8582153848118,5.22421745921051,239.0465018491,14.7694122616581,221.003830692646,0.000177017868895,0.000180141493084,18.9376710709692,13.9158711413687,4.00457846477832,-13.8318674192216,-38.8871762398617,56.8220182335153,51.8034504054043,56.6780352632091,60.6457108843752,106.901496906562,16.7756823482291,38.9503520560003,60.0727297065307,58.412326272902,35.8047390314819,217.710190609958,206.648456072412,202.122717486325,209.086952289841,242.12054134006,0.089107432178105,0.073788453929878,0.035007569583767,-0.073953794349404,0.094930966584841,5912.63833305992,15177.321324372,30991.8384059746,56850.9145663164,93091.2612632913,0.099679543553136,-5.47951336682687,-6.37774251466203,-6.96497726400659,-6.98387556716094,43.2037445800404,-0.193532558294844,19.2669650609395,-0.112499622072572,9.56767148179926,-0.034491225869412,73.9643460835528,0.289493067963855,2841.30347509524,88.1571087150517,1.9436035781449,8.1428943595307,88.6896679443493,12.5173592746366,1,151.551728184454,61.8751694135547,847.145113199542,1.48441078145081,-1,708.1966482,-1,17.2994777545545,11286.0421483979,1.33285905326636,,1110,2,,,,,,,,,,,,,,1,1095.1025390625,3102.0708109375,73.9085701794399
62,Melgaco_04092024,2024,2723,p,2024-09-04 15:15:00,2024-09-04 17:30:00,248.635417,248.729167,airb,1,1,500.75,222.555556,2449.296148,2449.296148,205.37594,205.37594,21629.469585,21629.469585,2.25,2.25,4,1225.37487487487,190.885179715639,22,7,Shrub,6.1623246492986,8.26653306613227,85.5711422845691,235,15.984,0.287680415481325,0.3477124314304,0.205116173624986,0.238962417840953,0.309916910529133,0.379475402832028,20.6650695800781,8.52774047851563,45.6892471313477,1322.44116210938,922.66748046875,8763.7001953125,10.9258518218994,18931.2978515625,4,24.0712470911645,574.45243314253,86.2438264520889,14.3182084365886,12.2913299863238,24.5742260029069,16.2385215608688,0.000315287503974,0.000315317959585,19.8240051269531,11.40478515625,6.59231567382813,-11.0163421630859,-39.6966018676758,48.7901039123535,70.9976196289062,4.50217914581299,45.7769451141357,93.8697395324707,15.7989640035202,30.6244411008517,31.2358365869472,59.4166549205559,90.1656870439485,17.263491668029,20.3946339490462,352.362121581748,332.217161944397,335.73619443123,0.031727724602355,0.018521295465154,-0.085737156633827,-0.084279614112183,0.018440012216571,5788.65380859375,15046.126953125,30798.9443359375,57060.1875,93449.03125,-999,-9.1865922606347,-3.09673946881309,-6.87602800924565,-7.99428841386751,4.33831524848938,-0.103198789060116,6.57160115242004,2.78010153770447,9.00817728042603,1.1824454665184,80.4625582728663,0.20922180694956,3532.05654296911,64.2538452148444,10.7485961914057,0,69.5034790039067,0,1,1189.33084716797,89.165209960936,769.944841449091,2.25559149881504,919.1667046296,926.903284729533,-1,16.7669827767673,7899.49631690979,1.06626065164706,,0,1,,,,,,,,,,,,,,1,306.001312255859,2143.29483574414,87.5065613235162
63,Mirandela_16072017,2017,304,p,2017-07-16 12:30:00,2017-07-16 14:00:00,197.520833,197.583333,sat,1,1,101,67.333333,1932.717552,1932.717552,21.980856,21.980856,17195.901151,17195.901151,1.5,1.5,2,542.064588490099,158.599897047549,22,7,Shrub,0,0,0.884955752212389,233,20.8376,0.187255535802245,0.262165189402945,0.134941406548023,0.160188847780228,0.20023608237505,0.301799926757812,34.8287658691406,8.94216918945313,20.5738439559937,4416.20483398438,963.40185546875,4235.4072265625,6.14401844143868,25087.90234375,4,45.6504883718708,596.141100642601,95.7930888286009,5.54424817698591,151.705933927326,5.95370496710102,159.649058276213,0.026405921390275,0.026513001544187,31.5454406738281,22.0131530761719,9.82279968261719,-9.50965881347656,-37.4235687255859,22.9522819519043,33.3520545959473,27.4166784286499,8.83285284042358,17.2925710678101,5.07623564126326,7.24247799431679,10.5323787040439,27.2443251785509,26.4821635085018,163.740838710733,147.172376569227,172.817248566829,233.132160110858,180.584330984608,0.024820027058827,-0.039481557420427,-0.005521182251384,0.039553884993643,-0.008713824712966,5714.77758789062,15316.4072265625,31491.9375,57933.939453125,94602.0703125,-999,-10.4011107650701,-7.84427800123992,-7.54915720084296,-7.7806773332811,2.03217083215714,0.142564699053764,2.135338306427,0.068312471732497,4.32563519477844,0.237114138901234,12.4208593114467,-0.573787035461572,-1,0,0,0,0,0,1,1370.3116430664,291.626381835936,661.338451402901,3.45480928642058,549.951543164423,641.62690109749,-1,8.9705086751426,2630.68997859955,2.08449764335418,,0,1,,,,,,,,,,,,,,1,605.496032714844,1327.22151928515,68.6712612462039
64,Mogadouro_24082023,2023,2674,p,2023-08-24 16:00:00,2023-08-24 16:30:00,236.666667,236.6875,airb,1,1,285,570,1134.693317,3199.914669,80.54194,86.856929,13724.105579,39206.422259,3.75,0.5,3,587.910556537102,202.494812541043,21,4,Eucalyptus Forests,1.48232611174458,0,90.6499429874572,223,18.5666192170819,0.202766685599606,0.259464654797721,0.145122992594492,0.165410237147159,0.219266564329289,0.28946358029937,34.6295782358625,7.33364023889786,18.635183919243,4471.6450616482,946.52399395109,5689.41966547629,5.90415675481377,64724.6048796661,4,51.1920199129524,787.190792432212,94.7366591321709,14.4697564158959,268.147549247479,22.6903808424616,264.630647337555,-1,-1,33.2415222615797,23.6943563829263,8.95675969487993,-9.15758377302361,-36.2569677435904,19.5428620982983,30.8093621495645,48.6885642009558,52.1394322116391,16.9520590811047,16.2196495809133,25.483470604238,29.0294864456689,58.1819947524238,65.4476183023204,265.701835250456,262.031705945013,230.459270671852,235.08330806684,226.657011797023,0.081244457601719,0.193186513784454,0.218953972245122,-0.15472981861122,-0.226057882421252,5532.06068696846,15195.7901174261,31371.7391845056,57838.6044001645,94584.4846901957,-999,-10.4173451313813,-9.48338425958284,-7.07349385785038,-7.55363771215011,0.232751514088947,-0.834582169384303,5.16952403648114,-0.245901697053772,8.35871943803739,-0.103586625170749,69.2294697681314,-0.019497352223284,9912.59792968748,18.4991885778053,0,1.4863736991596,18.7158003825416,0,1,2441.3177246343,-999,636.240287125511,3.75423695354788,-1,923.106147469166,-1,6.83641451487249,8115.15911174433,1.31291922891358,1059.916368,195,1,,,,,,,,,,,,,,1,1068.38110351562,2131.53356548438,66.6122001981539
65,Monchique_03082018,2018,1673,p,2018-08-05 13:30:00,2018-08-06 00:30:00,217.5625,218.020833,sat,3,4,10123,920.272727,1634.616936,1634.616936,150.2168,150.2168,17692.008023,17692.008023,11,11,3,272.709300602588,147.920459346322,21,7,Shrub,0,0,90.2373536677049,223,19.6617220961216,0.183699250430913,0.189300210423833,0.088785607358294,0.148246382000527,0.203267385688503,0.192263681319558,33.8674280544971,11.2838646194591,26.8818533952795,4089.1437876969,989.605327527972,2138.327803473,7.08542531052152,65121.2735863113,4,66.1823678481114,716.043339275835,98.0167687463294,15.2416475425382,326.756498869481,23.0454308631505,333.355737906415,0.021518757877695,0.026672230659605,34.9670482444479,27.4654165010491,12.5371967530779,-9.70481202645208,-35.9332190272162,16.3383667629562,19.4569495901395,31.0156939332273,42.4606812589872,19.4189565072691,39.1740619001591,32.5785932802874,43.2439099568238,34.7366246538532,34.5383538649817,351.734591258627,21.1133673611895,26.7455742265188,30.842766922848,9.78970263711244,-0.009114682039715,-0.13641963031283,-0.191037106619134,-0.019472635248502,-0.088884737992405,5653.30135919441,15414.5549891542,31797.4266025644,58280.5453475846,94989.158217287,2.52763863950718,-8.18537018344278,-9.60604684591009,-8.68531132618897,-7.31086302425825,81.0989925693562,-0.566745886265529,10.2795991426534,-1.65694818121251,3.75163136387988,-0.849761746959407,105.899666158618,1.1864695751028,5473.25218014871,15.2255137913232,0,3.415945024722,16.6593459281991,1.26116302434457,1,634.05714353997,152.330254806497,715.467053570306,2.8602699239074,530.268578520631,616.573084973224,8.3769321422779,11.0920712001128,20507.7308127732,2.22621278036743,,2880,1,,,,,,,,,,,,,,1,348.735046386719,1285.88188961328,78.6656409396997
66,Monchique_17072021,2021,2207,p,2021-07-17 14:30:00,2021-07-17 15:00:00,198.604167,198.625,"fops, sat",1,1,122,244,1550.915354,3030.215555,145.963221,129.326147,19133.757949,37469.810383,1.5,0.5,4,165.545559548255,191.992555813948,21,7,Shrub,0,0,100,236,20.5254098360656,0.118372497373197,0.120432226308804,0.05932817831656,0.099087425186272,0.129737730002668,0.121522029978437,29.7841850422015,11.2610996328992,31.9009746034898,2848.24187965689,1000.03053997885,1497.1400095459,8.16631220232912,59749.1679361426,4,54.02923544363,852.401602369808,93.0248148135373,20.9784603768115,311.334504161343,22.020800320414,312.925477582132,-1,-1,25.5498924221121,21.8768447195067,9.68157144930508,-4.69674323464872,-32.8668866284925,33.6004570985553,17.6681376559479,14.4745772462354,6.00649127442752,5.58190623144525,18.3837479743791,17.7612676278052,29.8108671123009,43.3414314020144,34.2050313914602,308.712867634915,328.962831007443,299.041730815978,271.15953327443,253.142548232368,-0.045950125333812,-0.098663141765543,-0.12449116600764,0.027900025969711,-0.029798400565095,5867.52552080253,15382.6503461701,31508.9573703964,58087.9587137119,95347.2241397548,-7.65117639908422,-4.00782871989486,-7.84744385533001,-5.61460705343234,-7.85209943250102,1.84192774741323,0.065794175681762,4.21399311937099,-0.049959692354929,4.72068833019341,-0.116146375343286,47.2071188831124,1.10790205109181,-1,0,0.301626746348,0,0.301626746348,0,1,449.699710835331,-999,762.429033237856,2.33407535260576,-1,654.162739551366,-1,21.567440039349,9191.93222477024,1.88437564177043,294.145437,60,1,,,,,,,,,,,,,,1,1047.52502441406,1982.69053058594,65.4306762868537
67,Murca_17072022,2022,2411,p,2022-07-18 14:30:00,2022-07-18 15:20:00,199.604167,199.638889,sat,1,4,1024.25,1229.1,957.750054,2662.195415,20.776643,65.850822,14536.213792,40097.831037,5.333333,0.833333,4,635.6275,210.632882135803,22,7,Shrub,0,0,0,233,25.6554174757282,0.169187112989387,0.228630232025407,0.142052853887092,0.157349357274529,0.175277844707833,0.260081617758751,29.5626294020512,9.90448210635975,29.5141567390801,2910.97017505658,928.926759833627,7276.38318660314,7.86863419074251,54772.3930160152,4,49.0113933080874,579.982305019546,93.0668415988525,18.8124452913846,218.933821019418,25.034571999133,226.836462056135,-1,-1,27.6294732262711,18.588775725629,7.43274387669516,-9.95755942134637,-35.9964731828754,35.613834777456,56.1938898543497,22.914796909185,22.5043991857147,15.352867204404,18.5145031501525,28.7601855251043,77.5394300928265,106.416883965733,146.085260493243,225.086288288893,214.914010198852,180.82003042323,190.089924193706,203.960198035955,-0.066402229942019,0.041616118311501,0.051637908173097,0.301586189817264,0.439962397270695,5476.29803984014,14980.4500242472,30941.8517826449,57250.4968933826,93809.4213182078,-999,-9.86471454352584,-7.17871027922725,-6.79076245754153,-7.25804399045152,1.02690221122363,0.286305986260857,25.9196003036863,-0.365621661202921,18.1538599144337,-0.138228169050904,69.8498334474574,-0.291006909144128,-1,0,0.057746646341,1.6778630945963,1.6778630945963,27.9937662827215,1,2196.42137803596,-999,696.282960296383,3.05237781116016,906.3439303715,912.154798596068,-1,9.61738993540101,14811.8904987022,0.855956433124196,1112.348193,1315,1,,,,,,,,,,,,,,1,719.432495117188,1942.76291988281,72.975969717941
68,Nisa_01082019,2019,1785,p,2019-08-01 14:30:00,2019-08-01 16:30:00,213.604167,213.6875,"airb,fops",1,1,374.75,187.375,1813.607593,1813.607593,102.785365,102.785365,10475.537283,10475.537283,2,2,5,307.118540268456,217.869455395363,24,2,Pastures,0,0,10.7167710508003,232,9.23221333333333,0.195126218703846,0.229275653028863,0.116098199117032,0.161801620414116,0.212529172887068,0.247344136798714,31.2180317404741,7.48768723992394,22.8194725214842,3504.88249081098,980.762154463569,2691.83204625804,6.80600566614552,59530.4611037101,4,57.947842348175,878.729843293895,95.4085910478151,16.9748897471611,291.17263799242,22.9692024499837,289.164685489351,0.000931744117096,0.00093194925184,26.3776085866494,17.1363052836899,9.36799343901167,-8.29142082492551,-37.0871936492159,27.7415246541475,40.4167771536169,14.2657592309765,9.85003247661792,47.8877415923398,24.6412913708619,19.8685103827277,26.1689390702727,49.0157708883772,77.5647428569145,290.017325425839,283.826827308484,254.465699230093,262.639520284892,275.713507182238,0.03875007849249,-0.092878597524019,-0.032874078067006,-0.038642690293741,0.060050399299952,5485.56807124437,14930.4484060822,30888.7537717601,57370.0984160814,94045.3764086044,-18.2905310041536,-10.0836046209226,-4.99877204070226,-6.8958479533375,-8.0264863508452,26.5306002730494,0.104679054644532,3.13035274787514,-0.21638103692522,5.92807417691004,-0.084767446743264,59.5780329193324,0.146635717812181,-1,0.0605643396223,0,0,0.0605643396223,0,1,1721.81174773759,145.674280276621,692.996065821287,3.08979911666622,-1,607.782269556193,-1,13.7467269327739,12327.0747223658,1.36798736892864,,0,1,,,,,,,,,,,,,,1,673.531005859375,1140.07658714062,62.8623629246475
69,OliveiraFrades_07092020,2020,2012,p,2020-09-07 22:00:00,2020-09-07 23:00:00,251.916667,251.958333,fops,2,2,147.75,147.75,653.893159,2077.293286,245.243139,259.680525,6007.94579,21792.852393,8.5,1,3,397.902457264957,233.314771213859,31,4,Eucalyptus Forests,0,51.4529914529914,48.5470085470085,223,16.9325874125874,0.178660938098279,0.264570522845356,0.087971939817069,0.14022900521755,0.198687237799165,0.310025329589841,22.6179504394531,3.72488403320312,29.0920066833496,1943.96722412109,974.689361572266,4207.28125,8.50653371214867,28328.52734375,4,50.8132440421819,680.883905325873,94.3415769500142,14.5916612941714,76.8252659682323,30.694816211126,80.9898317149175,0.000174444214644,0.000175019526452,22.4313507080078,18.6488647460938,12.5045318603516,-6.13029479980469,-34.824333190918,27.5886888504028,16.4838409423828,7.0601441860199,30.0798511505127,34.7526111602783,41.4451357690746,16.0092161524224,27.2975341512553,45.0156706610235,49.4431339495033,82.644982351868,89.8383190708118,29.4232283628057,22.8720829242295,27.1426206359527,-0.392843998333332,-0.178980363200953,0.004336800553684,0.002906503886313,0.010573507385587,5908.70068359375,15296.9306640625,31418.6611328125,58098.146484375,95166.7265625,6.73092460489287,-4.12724176165897,-3.95377014364536,-7.27673802565792,-7.99812906228448,242.708572387695,0.499383583664894,4.96386027336121,-0.338499382138252,5.94283795356751,-0.191692866384983,179.956709789015,0.29636259604173,-1,4.4057006835935,0,0,4.4057006835935,0,1,583.532844238268,16.7048583984375,735.604867148354,2.61894728072454,-1,513.66641631424,-1,23.603251724723,20722.6829528809,2.03541443648628,495.596361,630,1,,,,,,,,,,,,,,1,665.309204101562,1411.98408189844,67.9723027756629
70,OliveiraFrades_15102017,2017,1595,p,2017-10-15 19:00:00,2017-10-15 20:00:00,288.791667,288.833333,rep,1,1,539.25,539.25,3975.165762,3975.165762,36.758559,36.758559,32276.45484,32276.45484,1,1,3,869.636827458256,294.86571807011,22,7,Shrub,0,87.3311597578016,12.6688402421984,234,14.4446654275093,0.17214119394557,0.242275409448392,0.083245239300079,0.138850950800339,0.190493510453463,0.279383459978985,25.4889122579234,3.96335305072778,24.9912815720056,2449.63007361588,961.035376848441,4728.62843038507,7.66994061913472,18773.4346323214,4,73.4753909003912,1109.74431980971,94.5091864896394,7.58479270623952,157.494304288276,18.0170582322413,175.705277793075,0.005669818400357,0.005685088726025,27.484832262764,19.0206975664834,3.82460982879596,-13.9825233453423,-39.5039224417643,21.0591623950005,30.3211750674269,60.2573533246471,50.8255186701843,28.5106455465561,25.2914706588149,53.6202544686435,62.6667721943753,57.2245135713507,44.8082213149412,181.295597616208,190.917261901626,193.954821123093,184.595742335793,232.116657438641,0.18034214719644,0.595176801394298,0.316894338100095,-0.08415679226873,0.058036829194488,5786.16316663468,15282.9792296822,31178.5622094862,57062.9105571199,93151.1243237882,-999,-9.23560075213562,-9.77841518595175,-6.95353090529472,-7.11379280396,246.014004253562,6.49334885867157,20.2624231793515,0.233763589306031,9.00185590100933,0.083873265928052,74.2468133413304,3.02275949423341,5156.13713289923,14.0829720746999,0,2.6291300511135,16.2623327679111,0,1,214.100473984371,7.89218021251136,698.734049465953,3.02597472389988,-1,664.689758071027,-1,12.7771093649487,12700.4210539627,2.81187424991551,,0,1,,,,,,,,,,,,,,1,2454.08764648438,1521.07811551562,38.2645204397799
71,OliveiraFrades_15102017,2017,1596,p,2017-10-15 20:00:00,2017-10-15 21:00:00,288.833333,288.875,rep,1,1,361.75,361.75,3041.302471,2114.028137,34.990191,31.690097,32149.181714,28270.379959,2,1,3,912.412352328005,304.04479295594,22,7,Shrub,4.05027932960894,25.2094972067039,70.1117318435754,233,20.9311977715877,0.174586033291613,0.243339822412593,0.085900797167967,0.14186626087691,0.192751475980145,0.27971748861417,23.6927853714231,3.78505214761107,27.403913799665,2126.47336942043,958.938393135078,4929.34371722346,8.17284530661304,17158.4630556109,4,72.1789812963157,1093.67910139723,94.4445260482278,8.04099068721743,166.147791101826,19.6840563492296,181.696913433655,0.006429635785029,0.006452782788989,26.7437909354858,18.5606534054517,3.71269404346066,-13.7703682187589,-39.3139580033044,22.4995963757701,32.2530465656652,60.2305675651223,44.3182642776908,57.9173272334729,24.9002464879183,55.9164210913986,59.1748196963589,57.3643481570459,37.2228623409599,184.401246159554,194.72655699105,196.29039265224,190.502344926844,249.016198214926,0.149698196242508,0.548391735909453,0.255323348687869,-0.023235476246317,-0.004758097125012,5817.74704872619,15295.1227540022,31176.2115623545,57058.5606185329,93154.1306253799,-999,-8.92899201620961,-9.55440069917511,-6.82698402773182,-7.11997819986607,364.622089905352,7.29249874840733,18.8252040323478,0.188478491894528,9.00316202765886,0.072840650713151,86.617350673358,2.35982375703765,4893.9084322478,37.0061203334776,0,5.2813131154932,39.843361912488,0,1,241.523188574675,98.2561115064612,713.315887486818,2.86260004148121,-1,665.710054458409,-1,13.6645697613209,12503.7189738416,2.62107685290654,3975.165762,60,2,,,,,,,,,,,,,,1,3953.29443359375,-1839.26629659375,-87.0029241523644
72,OliveiraFrades_15102017,2017,1598,p,2017-10-15 21:00:00,2017-10-15 22:00:00,288.875,288.916667,rep,1,1,497,497,2436.992788,1320.96841,32.061553,340.244467,25033.269774,13898.60207,3,1,3,888.97930338213,316.7914649392,22,7,Shrub,2.07226354941551,24.548352816153,66.5781083953241,233,20.0191633466135,0.17492925776728,0.244740510136387,0.085504106394362,0.141413672947014,0.193398748612224,0.281677680702053,22.5436113570944,3.96973827589652,29.7483616663356,1918.00926885708,961.987230481303,4844.46375901485,8.60191917739667,17386.0717475425,4,71.3418590202955,1069.42896234991,94.3742736453108,9.05711985844959,176.961693661179,21.7617878480311,190.845070250807,0.002598690009025,0.002604887363229,25.6375794354397,18.0181169923106,3.88340945133489,-13.707391855819,-38.9212334969446,25.6076859885113,34.292845601403,61.0136955047882,40.3943575807292,91.5600728528793,26.1165862050058,56.8098337918602,54.5163709480483,59.2869808881122,33.5759296998621,192.241548188102,197.885876705325,197.506741624694,199.874754942914,260.607239936465,0.156864875426273,0.466193579277038,0.158317158091276,0.029349977456289,0.003005842998963,5847.34917008503,15295.0409667133,31176.9332183977,57062.618220181,93173.5157657323,-999,-8.31394059708851,-9.09543569723404,-6.86905518940237,-7.02806474477226,380.389511303015,4.21297996196361,17.316233015465,0.104997423005408,9.55248268454923,0.059784427410508,120.948892071373,1.59856015801927,4569.11182695,72.262332692094,0,4.0611722071194,73.5479315471703,0,1,381.060355025742,147.331216003369,729.519180305742,2.68522144056794,-1,657.09622359107,-1,13.9419509969717,13092.3127008423,2.3041610855422,2114.028137,120,2,,,,,,,,,,,,,,1,3487.19848632812,-2166.23007632813,-163.988030291211
73,OliveiraFrades_15102017,2017,1608,p,2017-10-16 00:00:00,2017-10-16 01:00:00,289,289.041667,rep,1,1,1302.5,1302.5,2375.988261,2611.045118,34.279335,53.546054,23274.88532,17249.731177,6,1,3,736.242301071155,13.4832096135182,22,7,Shrub,0,40.7984420642648,24.0019474196689,234,15.5093577981651,0.176313854487462,0.247561772213324,0.085780443498859,0.141180472789461,0.195362950217715,0.285259083179388,19.2566716417776,7.13050166596602,45.5035385871125,1219.19502024128,967.923462008563,4687.35859284511,11.0418066703799,9968.01782837958,4,37.2284665975968,1028.26232065272,89.1094236684308,8.09979101357033,227.117137887811,20.6848472895353,217.329214266194,0.003053932999121,0.003061292147123,21.2295274446297,14.7517014498663,4.24267016010636,-14.2308827028425,-38.8011518418495,43.3751812845612,45.1053918535542,56.0122509445856,58.848714827487,104.050342543697,22.5618482624885,52.2545879483797,55.2444827861906,63.4485432095562,36.9691993911722,215.635030299986,209.450461053449,197.81682089466,203.943892386722,252.293421851911,0.158168755332991,0.244180862119077,0.091930499570948,-0.054581990304669,0.082752894617847,5915.70095805572,15238.7925886641,31078.931619188,56951.8347098035,93142.8584447025,-999,-7.0682493575781,-6.76237679903454,-7.21376200800648,-6.84867640414484,248.150977282877,-0.693123893848425,18.3698508075419,-0.137868582568369,10.7416438309347,-0.047427504708727,132.778714342783,-0.090462041089448,4035.29946797234,85.6850417227424,0,0,85.6850417227424,0,1,427.352277341498,11.3890274193853,807.564577525276,1.87371395695643,-1,683.728969463737,-1,15.2054990115686,11281.9328486641,1.44636167961494,1564.323789,300,2,,,,,,,,,,,,,,1,955.307556152344,1655.73756184765,63.4128284660172
