,mean,median,std,var,q05,q25,q75,q95,min,max,AIQ,skewness,kurtosis,n_zeros,n_negative,normality_p,n_unique,mode,mode_freq,mode_pct,n_missing,pct_missing,corr_ros_p,R2_ros_p,VIF,var_type
CircStd_dg,1.6001407456316257,1.685050684655537,1.461818608217623,2.136913643331308,-0.8107140563791055,0.8050577228737645,2.5787997012853876,3.859422176680828,-8.964589294954218,5.087617690545332,1.773741978411623,-0.7803308953274285,2.360722037784688,0.0,200.0,9.893729401505365e-48,,,,,1795.0,53.50223546944859,-0.3071151219873203,0.09431969815328664,1.1041423755832667,numeric
CircVar,-5.618722835950864,-5.421713604822088,2.87857221814672,8.286178015086128,-10.411044272727008,-7.17986667059346,-3.645204112755282,-1.237241189967726,-26.718738405451933,-0.018534759033944,3.5346625578381783,-0.8664848803455756,2.4813080874921645,0.0,1560.0,8.437399337295322e-54,,,,,1795.0,53.50223546944859,-0.3051745760458749,0.09313152186477948,1.1026957316415764,numeric
EL_m_av,1.8095697391502894,1.905144687237229,0.457036248547007,0.20888213248592152,0.7900626773090276,1.79975120876998,2.009050108290345,2.1584510773160726,-0.27674336427235,2.208202458381408,0.20929889952036485,-3.2851977054911297,10.809727878612831,0.0,5.0,5.531001210888717e-29,,,,,3198.0,95.3204172876304,0.08120078591006745,0.006593567632412608,1.0066373313254053,numeric
HDW_av,9.82219300422675,9.993285863399608,0.9031390358831818,0.815660118136003,8.263247302402238,9.254259529812666,10.485653167816796,10.998150817703458,6.114860310014983,11.61775630131023,1.2313936380041302,-0.7686093111998425,0.4742472675792575,0.0,0.0,2.80179734229588e-32,,,,,1657.0,49.38897168405365,0.35682633319920437,0.1273250320643896,1.1459020101901034,numeric
HigCC_p_av,-1.962922240978788,-1.0010961161255314,2.728846762600866,7.446604653757226,-7.300509366678797,-2.7566336279908303,-0.15181134010149075,-0.026328844631951266,-34.538776394910684,0.0,2.6048222878893394,-4.2104084330391,37.834135121577994,1.0,1087.0,3.079021674765718e-225,,,,,2267.0,67.57078986587183,-0.022012384239869315,0.000484545059923647,1.0004847799576573,numeric
LCL_hPa_av,6.64401471427718,6.649374505829023,0.10791215348551422,0.01164503286988118,6.464494269414812,6.5606381807507095,6.730251687862893,6.813996656156727,6.328213983642202,6.885712130937279,0.16961350711218337,-0.1098924758527312,-0.7864954494975933,0.0,0.0,3.0385995213793372e-30,,,,,1657.0,49.38897168405365,-0.29132614162789994,0.0848709207957992,1.0927420215622512,numeric
LCL_m_av,0.7324583224652926,0.805845396458882,0.44566083092644393,0.19861357622204842,-0.11366790345627796,0.46139869099923825,1.0779992665835985,1.304376280741159,-1.209342013093409,1.552940282491049,0.6166005755843602,-0.9311831170850814,0.9110075045075408,0.0,108.0,8.850211421161007e-47,,,,,1657.0,49.38897168405365,0.29244841018659,0.085526072620664,1.0935248890755818,numeric
LFC_hPa_av,6.597964274435972,6.602535877519162,0.21572553807544656,0.04653750777794094,6.2642359326961525,6.422361347560817,6.8126170883396275,6.856461984594587,5.757120252032547,6.856461984594587,0.39025574077881053,-0.45829925819138495,-0.6579067632344278,0.0,0.0,7.295521818210539e-17,,,,,2353.0,70.13412816691506,0.06643046880271959,0.004413007185349101,1.0044325681404023,numeric
LiftIdx_av,2.6422537105065986,2.737900899708717,0.3957757185207447,0.15663841937061176,1.8513419229023533,2.407070234050435,2.9160668468077424,3.1720231949480935,1.421941838578026,3.420130068352371,0.5089966127573073,-0.7687924937911549,-0.03783020825486627,0.0,0.0,6.821233646802528e-30,,,,,1657.0,49.38897168405365,-0.12125878805286762,0.014703693680050272,1.0149231186453627,numeric
LowCC_p_av,-4.67305788355379,-4.1391603995148945,2.9095732299781076,8.465616380605239,-9.859009534299881,-6.550496252388566,-2.499503522193947,-0.6442970989510631,-16.27991777622174,-0.094028354441508,4.0509927301946185,-0.697345275851001,0.2403608921749596,0.0,442.0,1.3736983672026603e-07,,,,,2913.0,86.82563338301044,-0.18231865992292737,0.03324009375609204,1.0343829874836636,numeric
MidCC_p_av,-3.585863947465648,-3.061080812545585,3.248023150612134,10.549654386912374,-7.302535490445172,-4.435739550142533,-1.795285210964832,-0.8868647266465839,-34.538776394910684,-0.029955921927094,2.640454339177701,-5.831757334067812,50.807211847207235,0.0,937.0,6.947608505832977e-239,,,,,2418.0,72.0715350223547,-0.02185646180804594,0.0004777049227665708,1.0004779332338252,numeric
Recirc,-5.6696741001427045,-5.430634295158668,2.828729584804175,8.0017110639464,-10.42138340754084,-7.190034745366265,-3.7009007914029,-1.53859291138721,-26.718738405451933,-0.252129657856629,3.4891339539633655,-0.9389381415137857,2.6759057798029837,0.0,1560.0,8.854938095827453e-60,,,,,1795.0,53.50223546944859,-0.3032420770792285,0.09195575731132477,1.101267926151977,numeric
TotCC_p_av,-2.115314340083325,-1.311807143315754,2.6430275886642045,6.985594834440119,-7.1191098889595645,-3.0899704946216615,-0.187405286469364,-0.020439907886920617,-34.538776394910684,0.0,2.9025652081522977,-3.890013599382544,35.16933700801211,1.0,1323.0,2.6570927959662647e-258,,,,,2031.0,60.53651266766021,0.013172699865144088,0.00017352002173716706,1.0001735501361606,numeric
VPD_Pa_av,7.522894909476799,7.579944996772723,0.6386165331693772,0.4078310764372742,6.355098165752901,7.108799566716192,8.049066994798586,8.382789431205953,5.051946936665665,8.758274043764256,0.9402674280823948,-0.5857682805786323,-0.03497317827370949,0.0,0.0,4.036213396120076e-19,,,,,1657.0,49.38897168405365,0.2788660972411804,0.07776630019052748,1.0843238543620706,numeric
VentIdx_av,9.225064477656172,9.326093670157672,0.5899346460909083,0.34802288665840525,8.147300689125087,8.870218238527325,9.60920447899496,10.085324800617174,5.452075796437572,10.619474975443444,0.738986240467634,-0.548177219379542,0.9313293446682938,0.0,0.0,8.422444202549436e-24,,,,,1657.0,49.38897168405365,0.15003025445692872,0.02250907725241078,1.0230274028419015,numeric
area,250.34463624441133,29.5,695.6676771558621,483953.5170394328,-1.0,2.5,170.5,1310.1499999999965,-1.0,12109.5,168.0,7.1079821548303626,76.24679021152424,0.0,464.0,0.0,,,,,0.0,0.0,0.37158645396038703,0.13807649276685482,1.1601957616982663,numeric
