,mean,median,std,var,q05,q25,q75,q95,min,max,AIQ,skewness,kurtosis,n_zeros,n_negative,normality_p,n_unique,mode,mode_freq,mode_pct,n_missing,pct_missing,corr_ros_p,R2_ros_p,VIF,var_type
rh_500_av,5.405597280742097,5.395240911178125,2.053255262478203,4.215857172894433,2.406026318635363,3.5582632907818006,7.1618333950716995,8.444153672567186,1.913465632584317,10.099569904498873,3.603570104289899,0.06339243623881273,-1.267220112187698,0.0,0.0,3.2966432209551913e-81,,,,,0.0,0.0,0.18757951793778216,0.03518607554977074,1.0364692866241751,numeric
rh_700_av,5.560710857872927,5.328942560590866,1.6949163564381347,2.8727414553215223,2.9028088772973573,4.344427398025728,7.287219999696648,7.999554082065276,1.373681757849852,9.39289186254712,2.942792601670919,-0.05166632126009043,-0.8289859666097721,0.0,0.0,3.8860104636580324e-08,,,,,0.0,0.0,0.2227609759789361,0.049622452419088144,1.0522134098657918,numeric
rh_850_av,5.484283247444572,5.564376038638436,1.1742195161061235,1.3787914720044987,3.522727877932857,4.786838190739264,6.13418272454158,7.296634193810828,1.151097545159262,8.498811077667671,1.3473445338023158,-0.3260329910946036,0.6505257991609716,0.0,0.0,0.0032800442962108993,,,,,0.0,0.0,-0.0439442348757369,0.0019310957788139312,1.001934832124963,numeric
rh_950_av,5.4728824547048305,5.248027005165693,1.2783131331349176,1.6340844663452097,3.764070688684534,4.635583962285709,6.256945296939928,7.981875318121816,1.443831742024498,9.080588973180843,1.6213613346542184,0.4578718313798351,0.5079028388329716,0.0,0.0,0.0003501718105082575,,,,,0.0,0.0,-0.13543382002740129,0.01834231960721452,1.0186850467057675,numeric
ros_p,33.11425129830729,30.734227181662234,13.797733926953729,190.37746151900996,13.91697761210645,22.983711497164606,41.06522592406781,57.82225163546224,6.780766475849172,83.66294568086877,18.081514426903205,0.8430321093825848,0.7788644301890497,0.0,0.0,5.683098558890308e-10,,,,,0.0,0.0,,,,numeric
ros_p_lg1,37.511947709346316,35.19980236150188,14.283437204360432,204.01657837090775,18.13861533680767,27.686434747002007,45.84245405900919,62.88141922039216,5.155096798315236,83.66294568086877,18.156019312007185,0.658142439634068,0.4293501930174224,0.0,0.0,0.0009211502387164991,,,,,192.0,50.0,0.40106964956710645,0.16085686380388156,1.1916918066362963,numeric
ros_p_lg10,27.239397687456744,19.790656431760922,13.66828867227615,186.82211522867252,12.76560891654215,17.090248107720814,41.18579879035977,41.940206164662555,12.069509973482768,42.26352361079232,24.095550682638954,0.21723555466125552,-2.552201120211251,0.0,0.0,,,,,,377.0,98.17708333333334,0.28048883861563384,0.07867398858794708,1.0853921278824732,numeric
ros_p_lg2,37.74246630588751,35.59007139638807,14.5350001380454,211.26622901297978,19.205806351393104,27.68837188690388,44.16704445624588,67.01548687353504,6.031353082020651,83.66294568086877,16.478672569342002,0.8494044066781344,0.6529624296128991,0.0,0.0,0.00017926761181152867,,,,,237.0,61.71875,0.32886115009654,0.10814965604281901,1.1212643542446303,numeric
ros_p_lg3,36.07949915919035,32.55635679863458,13.42154649009034,180.13791018565632,20.414893362444978,27.686434747002007,43.73602327601356,63.04891562905741,12.069509973482768,83.66294568086877,16.049588529011555,1.2381428962308358,1.784618144189805,0.0,0.0,1.762586112472144e-06,,,,,279.0,72.65625,0.40836550843366354,0.16676238847828453,1.2001378552436341,numeric
ros_p_lg4,35.533066049614504,32.08675172092058,15.082980182350276,227.49629118117116,19.790656431760922,25.21156597674964,41.151905420264455,65.81769995824926,12.069509973482768,83.66294568086877,15.940339443514816,1.3600215413762167,1.779815543521908,0.0,0.0,6.2655480588129e-05,,,,,322.0,83.85416666666666,0.45266948391831363,0.2049096616708724,1.2577187167202755,numeric
ros_p_lg5,34.87640026845392,30.745848109948113,16.13563651142653,260.35876562888086,16.691940778484415,24.504375017535132,41.75639184603957,65.16457028689089,12.069509973482768,83.66294568086877,17.252016828504438,1.2519626627219302,1.562470346510736,0.0,0.0,0.002952455932975887,,,,,347.0,90.36458333333334,0.4924451922040151,0.2425022673248494,1.3201359645902007,numeric
ros_p_lg6,31.951340351571236,30.72260625337636,13.034097280784662,169.88769192495812,14.389839783680706,20.414893362444978,42.24329021276633,54.31840799397567,12.069509973482768,57.582583608240434,21.828396850321354,0.3026138642353536,-0.8704340323981032,0.0,0.0,0.47594234635113664,,,,,363.0,94.53125,0.6890083208759771,0.47473246623633336,1.9037917550981354,numeric
ros_p_lg7,28.783279418962472,28.540847797498937,12.592384423296984,158.56814546409254,13.461707859601532,19.790656431760922,35.31327355258926,47.11747760773027,12.069509973482768,54.31840799397567,15.522617120828336,0.5623154804558208,-0.3783196277826306,0.0,0.0,0.6320428387087555,,,,,371.0,96.61458333333334,0.719129948400344,0.5171478826862815,2.0710274722690727,numeric
ros_p_lg8,28.33511481966121,28.540847797498937,13.797401165661324,190.36827892619243,12.997641897561943,19.790656431760922,35.31174355649973,49.49645424070233,12.069509973482768,54.31840799397567,15.521087124738806,0.7538844260595335,-0.031140134502146033,0.0,0.0,0.5567521908650226,,,,,375.0,97.65625,0.6584547155392886,0.4335626124159254,1.7654201892730343,numeric
ros_p_lg9,28.248440921087116,27.551199994130325,12.972223695390793,168.2785876032584,12.881625407052047,18.440452269740867,41.18579879035977,41.886319923640926,12.069509973482768,42.26352361079232,22.745346520618902,-0.05851779051434283,-2.324261954037303,0.0,0.0,0.09535908654012737,,,,,376.0,97.91666666666666,0.3492419832535334,0.1219699628668613,1.1389132008115648,numeric
