,n,n_total,n_missing,pct_missing,pct_complete,mean,median,std,var,sem,cv,min,max,range,q01,q05,q10,q25,q75,q90,q95,q99,AIQ,qcd,skewness,kurtosis,n_zeros,pct_zeros,n_negative,pct_negative,n_positive,pct_positive,n_outliers,pct_outliers,normality_stat,normality_p,shapiro_stat,shapiro_p,n_unique,pct_unique,mode,mode_freq,mode_pct,mode2,mode2_freq,mode2_pct,entropy,max_entropy,rel_entropy,corr_ros_p,R2_ros_p,corr_n,corr_p_value,anova_p_value,VIF,corr_log_ros_p,R2_log_ros_p,corr_log_n,corr_log_ros_p_value,anova_log_ros_p_value,VIF_log_ros_p,var_type
CircVar,1065.0,1177.0,112.0,9.515717926932881,90.48428207306712,0.04693363399170724,0.004311223056874,0.12073910495048078,0.01457793146424321,0.0036997565538795718,257.2549676673541,2.49e-12,0.980876704426536,0.980876704424046,7.2827735392e-07,2.1555006940000003e-05,8.3872423786e-05,0.000747395744772,0.026561882373421,0.11862357527724161,0.2897105661139487,0.6026764959338151,0.025814486628649002,0.945264335326821,4.132312961125966,19.550282547052156,0.0,0.0,0.0,0.0,1065.0,90.48428207306712,163.0,15.305164319248826,928.7201462322884,2.142804893364442e-202,0.4294568194842323,1.4265037253297396e-49,,,,,,,,,,,,-0.1608067683136228,0.025858816735471166,1061.0,1.3935961509002036e-07,,1.0265452453707105,-0.26959525731643486,0.07268160276751472,1061.0,3.992939896844706e-19,,1.0783782603520298,numeric
EL_m_av,96.0,1177.0,1081.0,91.84367034834324,8.156329651656755,6.665597541216154,6.88595027270865,1.7064445626034377,2.911953045238838,0.174163268863552,25.60077400490779,0.758249065943562,9.099345231770545,8.341096165826983,0.9120126358775416,2.71971500237734,5.841709626671786,6.0468585273148205,7.665070847479761,8.487579933277562,8.663757534746352,9.081299579498262,1.6182123201649405,0.1180149252474678,-1.8459423604817384,4.27412103525322,0.0,0.0,0.0,0.0,96.0,8.156329651656755,7.0,7.291666666666667,46.6390872939429,7.455055374054689e-11,0.8115854127901313,9.907525742549778e-10,,,,,,,,,,,,0.11164705380577222,0.012465064623508998,96.0,0.2788201627937369,,1.0126224037013505,0.11225526317683746,0.01260124411090104,96.0,0.27619328361596324,,1.0127620619691324,numeric
HDW_av,1177.0,1177.0,0.0,0.0,100.0,27267.717893119818,23623.154180896596,19257.339723744906,370845133.2357235,561.3168256786087,70.62321753227435,513.4430514303592,111052.2734375,110538.83038606965,1914.1416975514599,4405.718556342861,5526.977455465346,11851.365494373287,37755.976020147085,54381.15162305051,62748.09010416667,86229.48663433742,25904.610525773798,0.5221930814049238,1.0407346772333745,1.1249502977736476,0.0,0.0,0.0,0.0,1177.0,100.0,27.0,2.2939677145284625,178.3735466148584,1.8478916108068176e-39,0.9251325525020906,9.404259686280036e-24,,,,,,,,,,,,0.2871435790159488,0.08245143497008842,1173.0,1.058662893929663e-23,,1.089860567726353,0.3834613731964665,0.14704262473371976,1173.0,2.186132373033003e-42,,1.1723915274052414,numeric
Haines_av,1177.0,1177.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.2548853016142736,3.0,500.0,42.480883602378924,4.0,419.0,35.59898045879354,1.5351240341376189,1.584962500721156,0.9685554285600696,0.13674632705541673,0.018699557963146998,1173.0,,1.6001723769137035e-05,1.0190558947719752,0.19606174692792036,0.03844020860842789,1173.0,,1.0993407412164212e-10,1.0399769301426354,categorical
HigCC_p_av,1177.0,1177.0,0.0,0.0,100.0,27.49974047883775,5.232072862846699,35.86401737337783,1286.2277421579465,1.0453716181412465,130.4158393821089,0.0,100.0,100.0,0.0,0.0,0.0,0.0,55.485230684280396,90.1093190474831,95.7473754882812,98.96750397182626,55.485230684280396,1.0,0.9384738378914484,-0.7830165779779863,420.0,35.6839422259983,0.0,0.0,757.0,64.3160577740017,0.0,0.0,217.83516664851885,4.985337675600506e-48,0.7403837296559653,2.175346384430344e-39,,,,,,,,,,,,0.07543798656469784,0.005690889816935532,1173.0,0.00974888784293239,,1.0057234614051638,0.05578769636390779,0.0031122670655915705,1173.0,0.056116700843434904,,1.0031219835120555,numeric
LCL_hPa_av,1177.0,1177.0,0.0,0.0,100.0,763.6626703532394,761.7442484096744,80.64885883078632,6504.2384307081,2.3507692174989474,10.560796273239523,560.1552534684141,962.3045342786728,402.1492808102587,611.8062348218613,638.1365387620178,656.5004543146547,699.1252348403043,827.1927947603892,868.1747569880631,888.7913954171634,937.1307712172339,128.06755992008493,0.08390620921485754,0.08695488478603786,-0.8303855970801273,0.0,0.0,0.0,0.0,1177.0,100.0,0.0,0.0,113.22445021314661,2.591928564914386e-25,0.9835197099449593,2.7133567570435523e-10,,,,,,,,,,,,-0.1840596493258526,0.03387795450995583,1173.0,2.1323478825291023e-10,,1.0350659160176516,-0.2844724606282667,0.08092458085590075,1173.0,2.8282623386130724e-23,,1.088049989337396,numeric
LCL_m_av,1177.0,1177.0,0.0,0.0,100.0,2.361539355441941,2.347148465415322,0.8453557383568611,0.7146263243728737,0.024640599710591436,35.796809246850785,0.434977202558821,4.725343621795948,4.2903664192371265,0.6540570591466309,1.0950769114927295,1.2846627828060684,1.683715579847159,3.021139969744839,3.5127900856978096,3.7313151250212164,4.055235675535302,1.3374243898976799,0.2842647081935726,0.056097207308270745,-0.8314989970559767,0.0,0.0,0.0,0.0,1177.0,100.0,0.0,0.0,112.93939528957785,2.9889724916434808e-25,0.9842563471198835,5.566638622170573e-10,,,,,,,,,,,,0.18212369475064433,0.033169040189625874,1173.0,3.309451285532302e-10,,1.0343069694376887,0.28179981884667493,0.07941113790201881,1173.0,7.480212520400076e-23,,1.0862612412244965,numeric
LFC_hPa_av,696.0,1177.0,481.0,40.866610025488534,59.13338997451147,750.2755465768456,734.2708193980629,158.200000965872,25027.240305601896,5.99655556132041,21.085586713796577,316.43576032710394,950.0,633.5642396728961,419.1018180585732,521.0518926757618,545.7688868663877,606.797378265758,911.5200818618848,936.3485877680109,949.9999999999998,950.0,304.72270359612685,0.20069762193903062,-0.16021842145646883,-1.4029315225659287,0.0,0.0,0.0,0.0,696.0,59.13338997451147,0.0,0.0,12813.60729682721,0.0,0.8891489984731725,6.134204671982606e-22,,,,,,,,,,,,0.08013522685159248,0.006421654582556189,694.0,0.03480132936706907,,1.0064631587555968,0.08199129004163302,0.006722571642691191,694.0,0.03079494769111082,,1.006768070481385,numeric
LiftIdx_av,1177.0,1177.0,0.0,0.0,100.0,14.677345133811253,15.100478244403135,5.15877678523267,26.612977919855513,0.15036906711994077,35.14788770176651,4.145161865372131,30.573391393089423,26.428229527717292,4.910702275805829,6.368318296196942,7.476566610126107,10.587509020446788,18.04824582502156,21.342748352939843,23.415585388551804,26.03085625470299,7.460736804574772,0.2605392050894529,0.10816094065405893,-0.46535740597209774,0.0,0.0,0.0,0.0,1177.0,100.0,5.0,0.4248088360237893,20.363597804163206,3.785305370974912e-05,0.9862500987069784,4.339246972964437e-09,,,,,,,,,,,,-0.10696103595231249,0.011440663211991884,1173.0,0.00024260282913958213,,1.0115730667712517,-0.15390638981191945,0.023687176824938504,1173.0,1.1764098538426887e-07,,1.0242618720789773,numeric
LowCC_p_av,1177.0,1177.0,0.0,0.0,100.0,1.707356825625956,0.0,7.699236194364741,59.27823797661607,0.224418890810856,450.94476320390885,0.0,91.0256952047348,91.0256952047348,0.0,0.0,0.0,0.0,0.0,2.0214157442076472,8.249595730062966,47.3442750498653,0.0,,6.753121837363201,52.01239969636203,884.0,75.10620220900594,0.0,0.0,293.0,24.89379779099405,293.0,24.89379779099405,1475.3209350425939,0.0,0.23180152751445982,2.0345506369266145e-56,,,,,,,,,,,,-0.10431127165907976,0.010880841395134337,1173.0,0.00034554142069746123,,1.0110005364879209,-0.16990830597681877,0.02886883243991227,1173.0,4.752166657727169e-09,,1.0297270167040808,numeric
