variable,corr_ros_p_model,corr_log_ros_p_model,corr_ros_p_model_log,corr_log_ros_p_model_log,Relation
wv10_kh_av,0.2570112761736072,0.277777356669224,0.2822900108221474,0.31622741581050956,Relação Potência
sW_7_av,0.007290584054876864,-0.00594200638739225,0.007290584054876864,-0.00594200638739225,Relação Linear
land_use,-0.08804733713494395,-0.07060445791966155,-0.08804733713494395,-0.07060445791966155,Relação Linear
wSv_9_av,0.03510625873709697,0.029906781154702213,0.07219654147365588,0.07348009658600135,Relação Potência
rh_700_av,0.0418001492413862,0.03405875123187277,0.057524510106257275,0.054555105865965216,Relação Logarítmica
gT_7_5_av,-0.03375430000521713,-0.03932503118544133,-0.036755657391459036,-0.04206489498266044,Relação Potência
wv_950_av,0.15856197465524455,0.15484932417883876,0.2096860697566301,0.21582695397934362,Relação Potência
vwv_500_av,-0.10151759510227945,-0.08702492322096156,-0.10279862015302588,-0.08906669866696552,Relação Logarítmica
f_start,-0.1487618448792191,-0.179437703197059,-0.1487618448792191,-0.179437703197059,Relação Exponencial
wsi_500_av,-0.03892398161797905,-0.05103345526404086,-0.03892398161797905,-0.05103345526404086,Relação Exponencial
wScos_1_av,0.041324989911351216,0.0210369329205738,0.041324989911351216,0.0210369329205738,Relação Linear
gT_5_3_av,0.056990880896840415,0.0649038119452826,0.056802315008079834,0.06385196199422123,Relação Exponencial
wco_700_av,-0.0640146846675912,-0.029675485542679604,-0.0640146846675912,-0.029675485542679604,Relação Linear
gT_8_7_av,-0.06104887193509802,-0.05396699771762623,-0.045034801673723965,-0.036039143419105114,Relação Linear
d_2m_C_av,-0.09661830254837821,-0.12158793112511895,-0.05356893567073813,-0.08030584450446815,Relação Exponencial
CCL_hPa_av,0.009655567153083895,0.003488176932683261,0.011079223129314072,0.002397015203273224,Relação Logarítmica
elev_av,-0.1355586332626794,-0.14650900453598256,-0.10296164731254417,-0.11254448415639785,Relação Exponencial
FFMC_12h_a,0.05313241167683397,0.07351899659327023,0.05313241167683397,0.07351899659327023,Relação Exponencial
wScos_9_av,0.07240038805411941,0.0861343337743877,0.07240038805411941,0.0861343337743877,Relação Exponencial
fuel_model,-0.04822328346128721,-0.03810471992934271,-0.04822328346128721,-0.03810471992934271,Relação Linear
wsin10_av,-0.12739751027329066,-0.15589344329922708,-0.12739751027329066,-0.15589344329922708,Relação Exponencial
HigCC_p_av,0.10634770833776273,0.10167214986019585,0.06779689181739813,0.07667881944696665,Relação Linear
vwv_950_av,0.06678061065191898,0.07511379009228271,0.0662710533918815,0.07397031709928462,Relação Exponencial
aspect_cos,-0.021764482122980655,-0.013890842308407921,-0.021764482122980655,-0.013890842308407921,Relação Linear
wcos10_av,-0.06181701595056789,-0.04412125861902187,-0.06181701595056789,-0.04412125861902187,Relação Linear
rh_500_av,0.052332984850486604,0.04860552474096908,0.04379223970438723,0.04649995644959444,Relação Linear
sW_1m_av,-0.1180693767614147,-0.14682171058675136,-0.11735329232517,-0.14520039874712454,Relação Exponencial
gp_m2s2_av,-0.07239858141594571,-0.0814249301013526,-0.08088737818398083,-0.08901950680433568,Relação Potência
LowCC_p_av,-0.10671706644554592,-0.12356510918087457,-0.11566515582191612,-0.14406017182294395,Relação Potência
gp_300_av,0.03825284496992238,0.06391689507408711,0.0384282768711593,0.06411844820224452,Relação Potência
wco_500_av,-0.14315965051282425,-0.12026583502006405,-0.14315965051282425,-0.12026583502006405,Relação Linear
t_2m_C_av,0.22453294340727772,0.26516778413431774,0.20693253760759703,0.24880416870336186,Relação Exponencial
t_300_av,0.06638089451649769,0.0975446641876329,0.06283666721832923,0.09554057445230153,Relação Exponencial
t_700_av,0.04131424444932103,0.06432055650517507,0.05062161364543775,0.077122042909349,Relação Potência
wsin100_av,-0.1281850888879156,-0.159325554878699,-0.1281850888879156,-0.159325554878699,Relação Exponencial
aspect_sin,-0.017204202465459225,-0.010411273126350566,-0.017204202465459225,-0.010411273126350566,Relação Linear
wsi_850_av,-0.1090694681249681,-0.12430276959037379,-0.1090694681249681,-0.12430276959037379,Relação Exponencial
wco_950_av,-0.03186003646557357,-0.0010961430032702395,-0.03186003646557357,-0.0010961430032702395,Relação Linear
sP_hPa_av,0.048503092428881324,0.05747820276636234,0.04775456885524893,0.056640781466708805,Relação Exponencial
wSsin_5_av,-0.11102328165499727,-0.12357653610389317,-0.11102328165499727,-0.12357653610389317,Relação Exponencial
wScos_5_av,0.05336015362020515,0.06750183378740157,0.05336015362020515,0.06750183378740157,Relação Exponencial
gT_9_8_av,-0.12134184393889791,-0.15840310102582372,-0.07265310681567871,-0.10305309698112272,Relação Exponencial
wsi_300_av,-0.020120683337497475,-0.02635858873477825,-0.020120683337497475,-0.02635858873477825,Relação Exponencial
wco_300_av,-0.050710658782180396,-0.04024292433576154,-0.050710658782180396,-0.04024292433576154,Relação Linear
1_3y_fir_p,-0.12628859343263427,-0.1470462661210377,-0.10707055621737739,-0.11212396227665554,Relação Exponencial
CircVar,-0.2121483438859085,-0.2504303506490482,-0.22270905684115783,-0.2602757789218291,Relação Potência
Cape_av,-0.07057799108595285,-0.10040698952861438,-0.12533625550408528,-0.1375446262698161,Relação Potência
sW_289_av,-0.1584406218812976,-0.17449468399754978,-0.1584406218812976,-0.17449468399754978,Relação Exponencial
wv_500_av,0.1330241617408969,0.14906156370869564,0.16889031573403257,0.19253733333608108,Relação Potência
wSv_1_av,0.10562575675598569,0.09414988766495427,0.1251296253389075,0.11707489624393441,Relação Logarítmica
enddoy,-0.044907789162752884,-0.03209526424385116,-0.044907789162752884,-0.03209526424385116,Relação Linear
rh_850_av,-0.06560597675526911,-0.08360997618351525,-0.0518691313094166,-0.07395238119653993,Relação Exponencial
gp_700_av,0.021403329852166413,0.033730580977685526,0.021849065295240982,0.034496921190897346,Relação Potência
gp_850_av,-0.0069054537688659386,0.0018011677743683435,-0.005826514584959055,0.003351394713043442,Relação Linear
gp_500_av,0.02094718306253517,0.04378556769728228,0.021165564206621513,0.044184837694045444,Relação Potência
landform,0.09264097597358549,0.04938754240842512,0.09264097597358549,0.04938754240842512,Relação Linear
inidoy,-0.04238563415066097,-0.029356050896719214,-0.04238563415066097,-0.029356050896719214,Relação Linear
VPD_Pa_av,0.2544504380026038,0.2949095038822459,0.21704897153370048,0.268350196937355,Relação Exponencial
