,AIQ,R2_log_ros_p,R2_ros_p,corr_log_ros_p,corr_ros_p,cv,entropy,kurtosis,max,max_entropy,mean,median,min,mode,mode2,mode2_freq,mode2_pct,mode_freq,mode_pct,n,n_missing,n_negative,n_positive,n_total,n_unique,n_zeros,normality_p,normality_stat,pct_complete,pct_missing,pct_negative,pct_positive,pct_unique,pct_zeros,q25,q75,range,rel_entropy,sem,shapiro_p,shapiro_stat,skewness,std,var,VIF,var_type
DC_12h_av,396.85409484094777,0.06928746160259698,0.0755990120525418,0.26322511582787267,0.27495274512639767,39.51594832694589,,-1.0419061265979446,1170.8256889614715,,694.9594825411888,748.4858872498444,78.04291462852517,,,,,,,1698,1657,0.0,1698.0,3355,,0.0,4.066915907887867e-106,485.34226981470187,50.61102831594635,49.38897168405365,0.0,50.61102831594635,,0.0,492.4017016653124,889.2557965062601,1092.7827743329465,,6.664430618985935,3.596773647905151e-27,0.9317548505706051,-0.2395636483425159,274.6198300141867,75416.05103702079,1.0817816218699658,numeric
EL_m_av,0.0,0.014902573101492737,0.010467868221445454,-0.12207609553672961,-0.10231260050182213,-3391.3358094184714,,4.460185104910461,9.119883581265432,,-0.07550213517541107,-1.0,-1.0,,,,,,,1698,1657,1494.0,204.0,3355,,0.0,3.026462682156776e-179,822.110674280047,50.61102831594635,49.38897168405365,44.53055141579731,6.080476900149032,,0.0,-1.0,-1.0,10.119883581265432,,0.06213856021866485,9.437291948244766e-60,0.3923582188122051,2.4972159532915144,2.5605309470792554,6.556318730950589,1.010578603650425,numeric
FFMC_12h_a,2.7580355381034565,0.018077538407417448,0.0052161633783999305,0.1344527367048267,0.07222301141879872,3.023027332925478,,7.382640326382023,98.64789748792484,,93.09766405900852,93.65069416947952,74.01838616577736,,,,,,,1698,1657,0.0,1698.0,3355,,0.0,9.650707288762026e-172,787.5552095762772,50.61102831594635,49.38897168405365,0.0,50.61102831594635,,0.0,92.04728435748184,94.8053198955853,24.62951132214748,,0.06829863358312478,5.046979172997045e-38,0.8430605342280674,-2.0888596053925372,2.814367830818967,7.9206662871486575,1.0052435144062197,numeric
FWI_12h_av,17.2821933878111,0.09061788505952124,0.09547653525722431,0.3010280469649319,0.30899277541266934,26.668886087925888,,-0.08250302158991474,87.28842620925589,,46.98166758667729,44.06309756770908,8.397225001543923,,,,,,,1698,1657,0.0,1698.0,3355,,0.0,1.876176133224443e-12,54.003570764210785,50.61102831594635,49.38897168405365,0.0,50.61102831594635,,0.0,38.90672902260482,56.18892241041592,78.89120120771196,,0.3040636196485892,2.240724313874685e-16,0.9756659305722171,0.4538507477356909,12.529487410898966,156.98805477987565,1.105554514591145,numeric
HDW_av,25349.26231030504,0.12998247581186578,0.0910101997838772,0.3605308250508766,0.3016789680834201,73.4465351978408,,1.219170402805334,111052.2734375,,25571.629122335766,21879.076611219574,452.53282865173213,,,,,,,1698,1657,0.0,1698.0,3355,,0.0,2.765281773331172e-60,274.27592608537685,50.61102831594635,49.38897168405365,0.0,50.61102831594635,,0.0,10448.957226736293,35798.21953704133,110599.74060884827,,455.78588023037,1.9032982260643503e-29,0.9176836193119274,1.0866512761487686,18781.475583997646,352743825.11229974,1.100122355346824,numeric
Haines_av,,,0.0022810951503680925,,0.04776081186881241,,0.2370835409763962,,,1.0,,,,4.0,2.0,66.0,3.8869257950530036,1632.0,96.113074204947,1698,1657,,,3355,2.0,,,,50.61102831594635,49.38897168405365,,,0.11778563015312131,,,,,0.2370835409763962,,,,,,,1.0022863104420296,categorical
HigCC_p_av,57.6419067382812,0.00046841767902609804,0.0004813474212273568,-0.02164295910974509,0.021939631291964704,129.45703166959433,,-0.8909503588972343,100.0,,28.346248928426196,5.0251587397673,0.0,,,,,,,1698,1657,0.0,1088.0,3355,,610.0,5.0365759619681036e-85,388.2060128518283,50.61102831594635,49.38897168405365,0.0,32.42921013412817,,18.181818181818183,0.0,57.6419067382812,100.0,,0.8905378823373825,1.2560422386885557e-45,0.7384372486275635,0.894117709258174,36.69621245241474,1346.612008352759,1.000481579228147,numeric
LCL_hPa_av,130.63621811504572,0.076787734527143,0.04114728380060466,-0.2771059987209642,-0.2028479326998544,10.72974113389216,,-0.7883612486384584,978.1979977930332,,772.634761348956,772.3010334012699,560.1552147888625,,,,,,,1698,1657,0.0,1698.0,3355,,0.0,3.464125630057257e-30,135.67018506488256,50.61102831594635,49.38897168405365,0.0,50.61102831594635,,0.0,706.7218395744829,837.3580576895287,418.0427830041707,,2.0118455872259755,5.168375821451097e-12,0.9855803423588129,0.08377518158045828,82.90170980320846,6872.693488295391,1.0429130387862904,numeric
LFC_hPa_av,715.5697118646207,0.011809981518775317,0.017308926695503442,-0.10867373886443457,-0.13156339420790056,89.67224535629592,,-1.660073730796341,950.0000000000002,,421.9179071209239,540.681619261592,-1.0,,,,,,,1698,1657,707.0,991.0,3355,,0.0,0.0,8243.316389352405,50.61102831594635,49.38897168405365,21.073025335320416,29.538002980625933,,0.0,-1.0,714.5697118646207,951.0000000000002,,9.181574441059968,2.683586239508808e-41,0.8032787000309525,-0.02442959922902344,378.3432608756236,143143.6230500002,1.0176138027155357,numeric
LiftIdx_av,7.33741930818376,0.02522211856969664,0.018092413028229143,-0.1588147303297041,-0.13450804075678577,32.83446658888935,,-0.5420465578425944,30.573391393089423,,15.59625134815948,15.82395256095019,5.11129438953879,,,,,,,1698,1657,0.0,1698.0,3355,,0.0,6.435252214107094e-10,42.328119791098,50.61102831594635,49.38897168405365,0.0,50.61102831594635,,0.0,11.851710359276874,19.189129667460634,25.46209700355063,,0.12427430643235027,3.8016408930137595e-11,0.9871606507671343,0.08793882024515448,5.120945938030629,26.224087300232398,1.018425779847599,numeric
LowCC_p_av,0.0030517578125,0.03279109567728639,0.014758941259106751,-0.1810831181454704,-0.12148638301927814,396.96287066445825,,33.18195620581379,91.0256958007788,,2.3859525810852777,0.0,0.0,,,,,,,1698,1657,0.0,442.0,3355,,1256.0,0.0,1814.6908430892372,50.61102831594635,49.38897168405365,0.0,13.17436661698957,,37.43666169895678,0.0,0.0030517578125,91.0256958007788,,0.2298491239310399,5.795190473994813e-63,0.2748455832238801,5.469835842008581,9.471345858568855,89.70639237262938,1.0149800306515526,numeric
MidCC_p_av,6.014722586634075,0.002988709918129404,0.003649337906883088,-0.05466909472571687,-0.06040975009783676,196.96371258410574,,9.507428618893424,97.0488281250004,,6.226883985626609,0.15494106987425,0.0,,,,,,,1698,1657,0.0,937.0,3355,,761.0,2.38248370047412e-223,1025.2166644450067,50.61102831594635,49.38897168405365,0.0,27.928464977645305,,22.682563338301044,0.0,6.014722586634075,97.0488281250004,,0.29763784615830763,2.6105348801573164e-53,0.5802845552642689,2.80869825177912,12.2647018763953,150.4229121168544,1.003662704352719,numeric
Recirc,0.020336327457593253,0.08011659675565426,0.045923263360582264,-0.2830487533193783,-0.21429713801304548,-639.6441904550563,,6.009247261877548,0.777143968715042,,-0.046492729021925444,0.003052912946738,-1.0,,,,,,,1698,1657,138.0,1560.0,3355,,0.0,2.526222345229619e-187,859.3133746943515,50.61102831594635,49.38897168405365,4.113263785394933,46.497764530551414,,0.0,0.00034321093876575,0.020679538396359002,1.777143968715042,,0.007216965943592505,1.6636260803468228e-56,0.49434830476461666,-2.467834167114843,0.29738804017275805,0.08843964643779396,1.048133720902094,numeric
TotCC_p_av,64.5268682567691,0.0008814320867870053,0.0002022768816958009,-0.029688921953937724,0.014222407732019248,117.55545845101338,,-1.0514624903662162,100.0,,31.25240884919287,10.7671254663369,0.0,,,,,,,1698,1657,0.0,1324.0,3355,,374.0,7.732377793573758e-138,631.4226528239685,50.61102831594635,49.38897168405365,0.0,39.46348733233979,,11.147540983606557,0.050802397124000004,64.57767065389311,100.0,,0.8915741203331498,4.2202060129283634e-43,0.7780955960145469,0.7758121824552479,36.73891249965376,1349.747691657215,1.0002023178059107,numeric
VPD_Pa_av,1908.1916410159165,0.06307644615302573,0.029296459018587864,0.251150246173532,0.17116208405656863,55.619072056094446,,-0.29678676623831235,6363.11962890625,,2212.298425979509,1958.5192126240781,156.32652624161378,,,,,,,1698,1657,0.0,1698.0,3355,,0.0,1.4653917734671612e-22,100.54949883397805,50.61102831594635,49.38897168405365,0.0,50.61102831594635,,0.0,1222.6830093860517,3130.874650401968,6206.7931026646365,,29.860605248156496,1.496831899143012e-22,0.9546150563430919,0.6150169944723479,1230.4598556413862,1514031.456345021,1.030180645049433,numeric
VentIdx_av,7757.672590155135,0.017933918950794603,0.03276894341011746,0.13391758267977585,0.18102194179192052,56.04409125746063,,2.552570944602765,40924.2325947133,,11867.464806987593,11162.452348904968,233.24182629585266,,,,,,,1698,1657,0.0,1698.0,3355,,0.0,2.0558945698210005e-88,403.81355423293576,50.61102831594635,49.38897168405365,0.0,50.61102831594635,,0.0,7116.836649041642,14874.509239196777,40690.99076841745,,161.4057272986598,3.939062451938407e-30,0.9130441492829742,1.3069143292205805,6651.012806375151,44235971.35056626,1.0338791265922016,numeric
area,168.0,0.12213358751441088,0.19238268130710012,0.3494761615824617,0.4386145019343297,277.8839952762887,,76.24679021152424,12109.5,,250.34463624441133,29.5,-1.0,,,,,,,3355,0,464.0,2891.0,3355,,0.0,0.0,4335.196094217585,100.0,0.0,13.830104321907601,86.1698956780924,,0.0,2.5,170.5,12110.5,,12.010347216055141,2.166739105065916e-75,0.37409105158301303,7.1079821548303626,695.6676771558621,483953.5170394328,1.2382101978923195,numeric
aspect_av,151.6378255481527,9.030182189887075e-05,0.0044643653939612175,0.009502727076943268,0.06681590674353838,48.65967939232957,,-0.9534205472501132,359.91222728737273,,196.11291419519614,198.238963640267,0.218631845271705,,,,,,,3355,0,0.0,3355.0,3355,,0.0,3.495363770907992e-135,619.1951002013824,100.0,0.0,0.0,100.0,,0.0,125.12934043993647,276.7671659880892,359.693595442101,,1.6475142290282077,4.391412318733618e-27,0.9669882957285263,-0.21799610628880148,95.42791529433683,9106.487017423126,1.0044843853286356,numeric
burn_perio,,,0.10054752234683131,,0.3170922931053849,,3.265032371333103,,,4.459431618637297,,,,1.0,2.0,491.0,14.634873323397912,652.0,19.433681073025337,3355,0,,,3355,22.0,,,,100.0,0.0,,,0.6557377049180327,,,,,0.7321633451419138,,,,,,,1.1117874760978785,categorical
