,AIQ,R2_log_ros_p,R2_ros_p,corr_log_ros_p,corr_ros_p,cv,entropy,kurtosis,max,max_entropy,mean,median,min,mode,mode2,mode2_freq,mode2_pct,mode_freq,mode_pct,n,n_missing,n_negative,n_positive,n_total,n_unique,n_zeros,normality_p,normality_stat,pct_complete,pct_missing,pct_negative,pct_positive,pct_unique,pct_zeros,q25,q75,range,rel_entropy,sem,shapiro_p,shapiro_stat,skewness,std,var,VIF,var_type
BLH_m_av,920.8536672537932,0.14138540687886322,0.08738608641216514,0.37601250893934796,0.29561137733883847,71.36409888957014,,0.6028525988418334,3393.548505859384,,921.2254642976194,745.9247230134098,14.650132637023953,,,,,,,770,0,0.0,770.0,770,,0.0,9.146180619578994e-23,101.49224153068855,100.0,0.0,0.0,100.0,,0.0,413.3955972725778,1334.249264526371,3378.89837322236,,23.69192547657255,7.665232107322035e-20,0.919357386799003,1.003613214010489,657.4242513372548,432206.64624634996,1.095753620573915,numeric
BLH_m_rt,202.09194126865083,0.03305228049925747,0.020298512095319264,-0.18180286163660206,-0.1424728468702695,-419.31648329573017,,4.894543514083011,676.7162890624709,,-54.150775389264915,-35.76364898396717,-1362.0542431640697,,,,,,,662,108,402.0,260.0,770,,0.0,6.530621336915292e-45,203.47965418966945,85.97402597402596,14.025974025974024,52.2077922077922,33.76623376623377,,0.0,-128.47465122959062,73.61729003906021,2038.7705322265406,,8.825059045788759,3.048499663325891e-20,0.901277169382864,-1.3609283412723208,227.06312703963536,51557.663661017585,1.0207190785621163,numeric
CBH_m_av,3871.9562681629936,0.010505064277827526,0.008865516562486034,0.10249421582619932,0.09415687209378842,60.22579900563556,,-0.4706784296108828,11352.208281249976,,4527.878352495455,4087.100013045376,42.78189392089698,,,,,,,252,518,0.0,252.0,770,,0.0,0.0006752200745541862,14.600943767706964,32.72727272727273,67.27272727272727,0.0,32.72727272727273,,0.0,2765.544622871929,6637.5008910349225,11309.426387329078,,171.78176096832598,2.1249227792906813e-07,0.9519079246567987,0.5290990658515716,2726.9509157935954,7436261.297147528,1.0089448169856206,numeric
CCL_hPa_av,294.1959471839185,0.0010305435847571857,0.001793242326949737,-0.032102080692023464,-0.042346692042587425,20.119448806262763,,-1.3769083471935997,949.9837477095631,,745.1640137969407,708.688141313243,441.542019740983,,,,,,,770,0,0.0,770.0,770,,0.0,0.0,210077.79448163026,100.0,0.0,0.0,100.0,,0.0,625.0635001114205,919.259447295339,508.4417279685801,,5.402846006777316,5.679127931501894e-22,0.9002308758500511,0.053605898511497004,149.92289227856827,22476.873629171187,1.0017964638219141,numeric
CMLG_av,0.8117460826852274,0.005062423620637538,0.002552508652718974,0.07115071061231601,0.05052235794892172,40.67837086044598,,-0.03692584777973895,3.331501166744163,,1.5561932275086015,1.543059493855834,-0.085038580516004,,,,,,,770,0,1.0,769.0,770,,0.0,0.006329928100407663,10.124932802871907,100.0,0.0,0.12987012987012986,99.87012987012987,,0.0,1.1058728769867523,1.9176189596719797,3.4165397472601673,,0.022812963718444747,2.737330083078884e-05,0.989560005850281,0.28379786847787547,0.6330340523910928,0.40073211148668875,1.0025590406260596,numeric
Cape_av,3.2487499999997644,0.01301539312803197,0.0034333869409926975,-0.11408502587119823,-0.05859511021401613,332.17100387853844,,26.07044981098653,1116.2528141402213,,37.92800305532248,0.0,0.0,,,,,,,770,0,0.0,304.0,770,,466.0,3.2866968450093515e-168,771.2888251220877,100.0,0.0,0.0,39.48051948051948,,60.51948051948052,0.0,3.2487499999997644,1116.2528141402213,,4.540214106573618,4.700732547712653e-46,0.3383393512895424,4.837462594023418,125.98582849994742,15872.428982818163,1.0034452156995846,numeric
Cin_av,210.3971170277614,0.0049969377663867855,0.0008276402014941205,0.07068902154073704,0.028768736529331984,-67.2719061217992,,-0.9498338588515507,0.088980357997818,,-208.45335931560908,-177.52815551759227,-466.8846762396554,,,,,,,19,751,18.0,1.0,770,,0.0,0.4379022211504181,1.6515192658198363,2.4675324675324677,97.53246753246754,2.3376623376623376,0.12987012987012986,,0.0,-312.88580403654487,-102.48868700878347,466.9736565976532,,32.17109412328472,0.3846578469676925,0.9493109154430228,-0.31826446650558665,140.23054818653333,19664.606644695647,1.0008283257571908,numeric
CircVar,0.03358928906831625,0.08410454713162666,0.0353727215352979,-0.2900078397761458,-0.18807637154969228,230.7569463483941,,11.810658115661816,0.911762127555645,,0.05701743575157913,0.005742390362938,3.8213286e-08,,,,,,,662,108,0.0,662.0,770,,0.0,2.814351526094402e-105,481.4734057861059,85.97402597402596,14.025974025974024,0.0,85.97402597402596,,0.0,0.00075490113227075,0.034344190200587,0.911762089342359,,0.005113679090685746,7.777045010630722e-40,0.48629161635130025,3.3405869846706087,0.13157169362650153,0.017311110563745985,1.0366698333387347,numeric
DC_12h_av,210.4437939006964,0.006636710121276955,0.006392311256209525,0.08146600592441583,0.0799519309098256,21.81316567445298,,0.5162330908195187,1170.8256889614715,,741.8524460454327,756.3463598678168,78.04291462852517,,,,,,,770,0,0.0,770.0,770,,0.0,0.01577607734896842,8.29852115636405,100.0,0.0,0.0,100.0,,0.0,627.6061184666287,838.0499123673251,1092.7827743329465,,5.831642177071812,2.4589599043668806e-10,0.9745029969068748,0.12987272379779424,161.8215031158721,26186.198870680208,1.0064334357801632,numeric
EL_m_av,,,,,,,,,,,,,,,,,,,,0,770,0.0,0.0,770,,0.0,,,0.0,100.0,0.0,0.0,,0.0,,,,,,,,,,,,numeric
FFMC_12h_a,2.1882523972041668,0.011750560098552921,0.008294906157361077,0.1084000004545799,0.0910763754074627,2.5738855114858112,,5.371050119748759,98.64789748792484,,93.70727086687728,94.08790615801644,82.28157100962021,,,,,,,770,0,0.0,770.0,770,,0.0,9.246088394715672e-64,290.28249073155786,100.0,0.0,0.0,100.0,,0.0,92.8363085983463,95.02456099555047,16.36632647830463,,0.08691948657088949,4.9304781316720936e-24,0.8786700164721439,-1.7057641634165568,2.411917868051319,5.81734780222522,1.0083642871342127,numeric
